"Region","District","Period","start","end"
"Amhara","Shebel Berenta","Yedwuha","flowering","2019-09-05","2019-09-26"
"Amhara","Shebel Berenta","Yedwuha","tasseling/seed filling","2019-09-27","2019-11-10"
"Amhara","Shebel Berenta","Yedwuha","harvesting","2019-11-26","2019-12-26"
"Amhara","Shebel Berenta","Yedwuha","land preparation","2019-04-09","2019-07-07"
"Amhara","Shebel Berenta","Yedwuha","planting","2019-08-26","2019-09-05"
"Amhara","Shebel Berenta","Yedwuha","flowering","2019-10-26","2019-11-25"
"Amhara","Shebel Berenta","Yedwuha","tasseling/seed filling","2019-11-26","2019-12-25"
"Amhara","Shebel Berenta","Yedwuha","harvesting","2019-01-10","2019-02-08"
"Amhara","Enesie Sar Midir","Melabesh-015-","land preparation","2019-03-10","2019-07-07"
"Amhara","Enesie Sar Midir","Melabesh-015-","planting","2019-07-08","2019-08-06"
"Amhara","Enesie Sar Midir","Melabesh-015-","flowering","2019-09-12","2019-10-11"
"Amhara","Enesie Sar Midir","Melabesh-015-","tasseling/seed filling","2019-10-12","2019-11-25"
"Amhara","Enesie Sar Midir","Melabesh-015-","harvesting","2019-11-26","2020-01-09"
"Amhara","Enesie Sar Midir","Melabesh-015-","land preparation","2019-03-10","2019-04-08"
"Amhara","Enesie Sar Midir","Melabesh-015-","planting","2019-04-09","2019-06-22"
"Amhara","Enesie Sar Midir","Melabesh-015-","flowering","2019-08-07","2019-09-12"
"Amhara","Enesie Sar Midir","Melabesh-015-","tasseling/seed filling","2019-09-13","2019-10-26"
"Amhara","Enesie Sar Midir","Melabesh-015-","harvesting","2019-11-11","2019-12-10"
"Amhara","Enesie Sar Midir","Melabesh-015-","land preparation","2019-03-10","2019-06-08"
"Amhara","Enesie Sar Midir","Melabesh-015-","planting","2019-06-22","2019-07-17"
"Amhara","Enesie Sar Midir","Melabesh-015-","flowering","2019-08-21","2019-09-05"
"Amhara","Enesie Sar Midir","Melabesh-015-","tasseling/seed filling","2019-09-12","2019-10-11"
"Amhara","Enesie Sar Midir","Melabesh-015-","harvesting","2019-10-26","2019-11-25"
"Amhara","Shebel Berenta","Wobo","land preparation","2019-04-09","2019-07-07"
"Amhara","Shebel Berenta","Wobo","planting","2019-07-14","2019-08-06"
"Amhara","Shebel Berenta","Wobo","flowering","2019-09-12","2019-09-27"
"Amhara","Shebel Berenta","Wobo","tasseling/seed filling","2019-09-28","2019-10-11"
"Amhara","Shebel Berenta","Wobo","harvesting","2019-10-26","2019-12-25"
"Amhara","Shebel Berenta","Wobo","land preparation","2019-04-09","2019-04-23"
"Amhara","Shebel Berenta","Wobo","planting","2019-04-24","2019-06-22"
"Amhara","Shebel Berenta","Wobo","flowering","2019-09-05","2019-10-11"
"Amhara","Shebel Berenta","Wobo","tasseling/seed filling","2019-10-12","2019-11-10"
"Amhara","Shebel Berenta","Wobo","harvesting","2019-11-25","2020-01-09"
"Amhara","Shebel Berenta","Wobo","land preparation","2019-04-09","2019-06-07"
"Amhara","Shebel Berenta","Wobo","planting","2019-06-20","2019-07-07"
"Amhara","Shebel Berenta","Wobo","flowering","2019-08-22","2019-09-05"
"Amhara","Shebel Berenta","Wobo","tasseling/seed filling","2019-09-06","2019-09-26"
"Amhara","Shebel Berenta","Wobo","harvesting","2019-10-12","2019-10-26"
"Amhara","Enesie Sar Midir","Adisalem-020-","land preparation","2019-03-10","2019-07-07"
"Amhara","Enesie Sar Midir","Adisalem-020-","planting","2019-07-12","2019-08-04"
"Amhara","Enesie Sar Midir","Adisalem-020-","flowering","2019-09-26","2019-10-11"
"Amhara","Enesie Sar Midir","Adisalem-020-","tasseling/seed filling","2019-10-16","2019-11-10"
"Amhara","Enesie Sar Midir","Adisalem-020-","harvesting","2019-11-30","2019-12-30"
"Amhara","Enesie Sar Midir","Adisalem-020-","land preparation","2019-03-10","2019-06-07"
"Amhara","Enesie Sar Midir","Adisalem-020-","planting","2019-06-22","2019-07-12"
"Amhara","Enesie Sar Midir","Adisalem-020-","flowering","2019-08-21","2019-09-16"
"Amhara","Enesie Sar Midir","Adisalem-020-","tasseling/seed filling","2019-09-26","2019-10-21"
"Amhara","Enesie Sar Midir","Adisalem-020-","harvesting","2019-11-11","2019-12-10"
"Amhara","Enesie Sar Midir","Adisalem-020-","land preparation","2019-06-08","2019-06-27"
"Amhara","Enesie Sar Midir","Adisalem-020-","planting","2019-07-08","2019-07-27"
"Amhara","Enesie Sar Midir","Adisalem-020-","flowering","2019-08-21","2019-09-05"
"Amhara","Enesie Sar Midir","Adisalem-020-","tasseling/seed filling","2019-09-06","2019-09-16"
"Amhara","Enesie Sar Midir","Adisalem-020-","harvesting","2019-09-21","2019-10-16"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","land preparation","2019-03-10","2019-07-07"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","planting","2019-07-12","2019-07-22"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","flowering","2019-09-26","2019-10-11"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","tasseling/seed filling","2019-10-12","2019-11-10"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","harvesting","2019-11-30","2019-12-30"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","land preparation","2019-03-10","2019-05-23"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","planting","2019-05-24","2019-07-07"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","flowering","2019-08-21","2019-09-05"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","tasseling/seed filling","2019-09-12","2019-10-11"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","harvesting","2019-10-26","2019-12-10"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","land preparation","2019-03-10","2019-05-23"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","planting","2019-05-23","2019-06-22"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","flowering","2019-08-07","2019-09-05"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","tasseling/seed filling","2019-09-26","2019-10-11"
"Amhara","Enesie Sar Midir","Debre-Genet-018-","harvesting","2019-10-21","2019-11-10"
"Amhara","Shebel Berenta","Mergech","land preparation","2019-03-10","2019-07-07"
"Amhara","Shebel Berenta","Mergech","planting","2019-07-12","2019-08-06"
"Amhara","Shebel Berenta","Mergech","flowering","2019-09-06","2019-10-11"
"Amhara","Shebel Berenta","Mergech","tasseling/seed filling","2019-10-27","2019-11-26"
"Amhara","Shebel Berenta","Mergech","harvesting","2019-12-11","2020-01-10"
"Amhara","Shebel Berenta","Mergech","land preparation","2019-03-25","2019-04-08"
"Amhara","Shebel Berenta","Mergech","planting","2019-04-09","2019-05-08"
"Amhara","Shebel Berenta","Mergech","flowering","2019-09-06","2019-09-27"
"Amhara","Shebel Berenta","Mergech","tasseling/seed filling","2019-10-12","2019-10-26"
"Amhara","Shebel Berenta","Mergech","harvesting","2019-11-26","2019-12-11"
"Amhara","Shebel Berenta","Mergech","land preparation","2019-03-10","2019-07-11"
"Amhara","Shebel Berenta","Mergech","planting","2019-08-31","2019-09-11"
"Amhara","Shebel Berenta","Mergech","flowering","2019-11-26","2019-12-26"
"Amhara","Shebel Berenta","Mergech","tasseling/seed filling","2019-12-27","2020-01-25"
"Amhara","Shebel Berenta","Mergech","harvesting","2019-02-08","2019-02-16"
"Amhara","Shebel Berenta","Abaselima","land preparation","2019-02-26","2019-07-05"
"Amhara","Shebel Berenta","Abaselima","planting","2019-07-09","2019-08-11"
"Amhara","Shebel Berenta","Abaselima","flowering","2019-09-06","2019-09-27"
"Amhara","Shebel Berenta","Abaselima","tasseling/seed filling","2019-10-12","2019-11-08"
"Amhara","Shebel Berenta","Abaselima","harvesting","2019-11-11","2019-12-10"
"Amhara","Shebel Berenta","Abaselima","land preparation","2019-03-24","2019-04-08"
"Amhara","Shebel Berenta","Abaselima","planting","2019-04-09","2019-06-07"
"Amhara","Shebel Berenta","Abaselima","flowering","2019-09-06","2019-09-27"
"Amhara","Shebel Berenta","Abaselima","tasseling/seed filling","2019-09-28","2019-10-28"
"Amhara","Shebel Berenta","Abaselima","harvesting","2019-11-25","2020-01-10"
"Amhara","Shebel Berenta","Abaselima","land preparation","2019-02-24","2019-06-07"
"Amhara","Shebel Berenta","Abaselima","planting","2019-06-27","2019-07-05"
"Amhara","Shebel Berenta","Abaselima","flowering","2019-09-05","2019-09-16"
"Amhara","Shebel Berenta","Abaselima","tasseling/seed filling","2019-09-07","2019-10-16"
"Amhara","Shebel Berenta","Abaselima","harvesting","2019-10-30","2019-11-25"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","land preparation","2019-01-10","2019-05-08"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","planting","2019-05-09","2019-06-22"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","flowering","2019-08-21","2019-09-25"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","tasseling/seed filling","2019-10-25","2019-11-29"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","harvesting","2019-12-04","2020-01-08"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","land preparation","2019-02-08","2019-03-09"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","planting","2019-05-23","2019-06-27"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","flowering","2019-08-31","2019-09-30"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","tasseling/seed filling","2019-10-15","2019-11-09"
"Amhara","Enesie Sar Midir","Felegehiwot-022-","harvesting","2019-11-10","2019-11-29"
"Amhara","Libo Kemkem","Agid","land preparation","2019-03-10","2019-06-07"
"Amhara","Libo Kemkem","Agid","planting","2019-06-08","2019-06-23"
"Amhara","Libo Kemkem","Agid","flowering","2019-08-22","2019-09-05"
"Amhara","Libo Kemkem","Agid","tasseling/seed filling","2019-09-12","2019-09-27"
"Amhara","Libo Kemkem","Agid","harvesting","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Agid","land preparation","2019-03-10","2019-05-22"
"Amhara","Libo Kemkem","Agid","planting","2019-06-23","2019-06-30"
"Amhara","Libo Kemkem","Agid","flowering","2019-09-27","2019-10-11"
"Amhara","Libo Kemkem","Agid","tasseling/seed filling","2019-10-12","2019-10-26"
"Amhara","Libo Kemkem","Agid","harvesting","2019-11-11","2019-12-10"
"Amhara","Libo Kemkem","Agid","land preparation","2019-05-09","2019-06-07"
"Amhara","Libo Kemkem","Agid","planting","2019-06-08","2019-07-07"
"Amhara","Libo Kemkem","Agid","flowering","2019-09-27","2019-10-11"
"Amhara","Libo Kemkem","Agid","tasseling/seed filling","2019-10-12","2019-10-27"
"Amhara","Libo Kemkem","Agid","harvesting","2019-11-11","2019-12-20"
"Amhara","Ibinat","Serawudi","land preparation","2019-03-10","2019-07-07"
"Amhara","Ibinat","Serawudi","planting","2019-07-08","2019-07-23"
"Amhara","Ibinat","Serawudi","flowering","2019-09-04","2019-09-15"
"Amhara","Ibinat","Serawudi","tasseling/seed filling","2019-10-10","2019-10-15"
"Amhara","Ibinat","Serawudi","harvesting","2019-10-30","2019-11-09"
"Amhara","Ibinat","Serawudi","land preparation","2019-03-09","2019-04-08"
"Amhara","Ibinat","Serawudi","planting","2019-05-09","2019-05-24"
"Amhara","Ibinat","Serawudi","flowering","2019-07-15","2019-08-06"
"Amhara","Ibinat","Serawudi","tasseling/seed filling","2019-08-26","2019-09-26"
"Amhara","Ibinat","Serawudi","harvesting","2019-10-11","2019-11-09"
"Amhara","Ibinat","Serawudi","land preparation","2019-10-11","2020-03-20"
"Amhara","Ibinat","Serawudi","planting","2019-03-21","2019-06-08"
"Amhara","Ibinat","Serawudi","flowering","2019-08-22","2019-09-15"
"Amhara","Ibinat","Serawudi","tasseling/seed filling","2019-09-26","2019-10-25"
"Amhara","Ibinat","Serawudi","harvesting","2019-10-26","2019-11-14"
"Tigray","Werieleke","Tsae","land preparation","2019-03-10","2019-06-22"
"Tigray","Werieleke","Tsae","planting","2019-07-03","2019-07-22"
"Tigray","Werieleke","Tsae","flowering","2019-09-02","2019-09-10"
"Tigray","Werieleke","Tsae","tasseling/seed filling","2019-09-12","2019-09-27"
"Tigray","Werieleke","Tsae","harvesting","2019-10-12","2019-10-26"
"Tigray","Werieleke","Tsae","land preparation","2019-03-10","2019-05-13"
"Tigray","Werieleke","Tsae","planting","2019-05-23","2019-06-12"
"Tigray","Werieleke","Tsae","flowering","2019-08-07","2019-08-21"
"Tigray","Werieleke","Tsae","tasseling/seed filling","2019-09-06","2019-09-26"
"Tigray","Werieleke","Tsae","harvesting","2019-10-07","2019-10-16"
"Tigray","Werieleke","Tsae","land preparation","2019-03-10","2019-05-13"
"Tigray","Werieleke","Tsae","planting","2019-05-23","2019-06-12"
"Tigray","Werieleke","Tsae","flowering","2019-08-07","2019-08-21"
"Tigray","Werieleke","Tsae","tasseling/seed filling","2019-09-06","2019-09-26"
"Tigray","Werieleke","Tsae","harvesting","2019-11-08","2019-11-25"
"Tigray","Werieleke","Misema","land preparation","2019-03-11","2019-06-28"
"Tigray","Werieleke","Misema","planting","2019-07-02","2019-07-22"
"Tigray","Werieleke","Misema","flowering","2019-09-08","2019-09-26"
"Tigray","Werieleke","Misema","tasseling/seed filling","2019-09-29","2019-10-11"
"Tigray","Werieleke","Misema","harvesting","2019-10-21","2019-11-10"
"Tigray","Werieleke","Misema","land preparation","2019-01-09","2019-06-23"
"Tigray","Werieleke","Misema","planting","2019-06-27","2019-07-22"
"Tigray","Werieleke","Misema","flowering","2019-08-22","2019-09-21"
"Tigray","Werieleke","Misema","tasseling/seed filling","2019-09-28","2019-10-12"
"Tigray","Werieleke","Misema","harvesting","2019-10-21","2019-11-20"
"Tigray","Werieleke","Misema","land preparation","2019-01-09","2019-03-24"
"Tigray","Werieleke","Misema","planting","2019-04-03","2019-04-08"
"Tigray","Werieleke","Misema","flowering","2019-08-07","2019-09-08"
"Tigray","Werieleke","Misema","tasseling/seed filling","2019-09-21","2019-10-01"
"Tigray","Werieleke","Misema","harvesting","2019-10-12","2019-11-10"
"Tigray","Werieleke","May-Nebri","land preparation","2019-01-13","2019-06-30"
"Tigray","Werieleke","May-Nebri","planting","2019-07-02","2019-07-22"
"Tigray","Werieleke","May-Nebri","flowering","2019-08-21","2019-09-05"
"Tigray","Werieleke","May-Nebri","tasseling/seed filling","2019-09-06","2019-09-21"
"Tigray","Werieleke","May-Nebri","harvesting","2019-10-01","2019-11-10"
"Tigray","Werieleke","May-Nebri","land preparation","2019-01-13","2019-07-02"
"Tigray","Werieleke","May-Nebri","planting","2019-07-03","2019-07-13"
"Tigray","Werieleke","May-Nebri","flowering","2019-08-21","2019-09-06"
"Tigray","Werieleke","May-Nebri","tasseling/seed filling","2019-09-21","2019-09-26"
"Tigray","Werieleke","May-Nebri","harvesting","2019-10-12","2019-11-11"
"Tigray","Werieleke","May-Nebri","land preparation","2019-01-13","2019-03-24"
"Tigray","Werieleke","May-Nebri","planting","2019-03-25","2019-04-23"
"Tigray","Werieleke","May-Nebri","flowering","2019-08-21","2019-09-03"
"Tigray","Werieleke","May-Nebri","tasseling/seed filling","2019-09-06","2019-09-26"
"Tigray","Werieleke","May-Nebri","harvesting","2019-10-26","2019-11-25"
"Tigray","Werieleke","Arena","land preparation","2019-05-24","2019-06-27"
"Tigray","Werieleke","Arena","planting","2019-07-12","2019-07-27"
"Tigray","Werieleke","Arena","flowering","2019-08-23","2019-09-16"
"Tigray","Werieleke","Arena","tasseling/seed filling","2019-09-18","2019-10-08"
"Tigray","Werieleke","Arena","harvesting","2019-10-11","2019-11-06"
"Tigray","Werieleke","Arena","land preparation","2019-03-10","2019-05-08"
"Tigray","Werieleke","Arena","planting","2019-05-09","2019-05-18"
"Tigray","Werieleke","Arena","flowering","2019-08-16","2019-08-22"
"Tigray","Werieleke","Arena","tasseling/seed filling","2019-08-30","2019-10-01"
"Tigray","Werieleke","Arena","harvesting","2019-10-06","2019-10-11"
"Tigray","Werieleke","Arena","land preparation","2019-03-10","2019-05-08"
"Tigray","Werieleke","Arena","planting","2019-05-09","2019-05-18"
"Tigray","Werieleke","Arena","flowering","2019-08-16","2019-08-22"
"Tigray","Werieleke","Arena","tasseling/seed filling","2019-08-30","2019-09-16"
"Tigray","Werieleke","Arena","harvesting","2019-11-11","2019-12-05"
"Tigray","Werieleke","May-Chekemte","land preparation","2019-03-10","2019-06-22"
"Tigray","Werieleke","May-Chekemte","planting","2019-06-25","2019-07-27"
"Tigray","Werieleke","May-Chekemte","flowering","2019-09-06","2019-09-21"
"Tigray","Werieleke","May-Chekemte","tasseling/seed filling","2019-09-23","2019-10-11"
"Tigray","Werieleke","May-Chekemte","harvesting","2019-10-21","2019-11-11"
"Tigray","Werieleke","May-Chekemte","land preparation","2019-03-10","2019-05-13"
"Tigray","Werieleke","May-Chekemte","planting","2019-05-15","2019-05-28"
"Tigray","Werieleke","May-Chekemte","flowering","2019-08-21","2019-09-06"
"Tigray","Werieleke","May-Chekemte","tasseling/seed filling","2019-09-16","2019-10-16"
"Tigray","Werieleke","May-Chekemte","harvesting","2019-11-11","2019-11-25"
"Tigray","Werieleke","May-Chekemte","land preparation","2019-03-10","2019-06-08"
"Tigray","Werieleke","May-Chekemte","planting","2019-06-22","2019-07-15"
"Tigray","Werieleke","May-Chekemte","flowering","2019-08-26","2019-09-16"
"Tigray","Werieleke","May-Chekemte","tasseling/seed filling","2019-09-18","2019-10-11"
"Tigray","Werieleke","May-Chekemte","harvesting","2019-10-25","2019-11-11"
"Amhara","Shebel Berenta","Woynye","land preparation","2019-04-23","2019-07-05"
"Amhara","Shebel Berenta","Woynye","planting","2019-07-13","2019-08-01"
"Amhara","Shebel Berenta","Woynye","flowering","2019-09-06","2019-09-27"
"Amhara","Shebel Berenta","Woynye","tasseling/seed filling","2019-09-28","2019-11-10"
"Amhara","Shebel Berenta","Woynye","harvesting","2019-11-25","2020-01-09"
"Amhara","Shebel Berenta","Woynye","land preparation","2019-03-24","2019-05-08"
"Amhara","Shebel Berenta","Woynye","planting","2019-05-09","2019-05-23"
"Amhara","Shebel Berenta","Woynye","flowering","2019-08-21","2019-09-27"
"Amhara","Shebel Berenta","Woynye","tasseling/seed filling","2019-09-28","2019-11-10"
"Amhara","Shebel Berenta","Woynye","harvesting","2019-12-10","2019-12-22"
"Amhara","Shebel Berenta","Woynye","land preparation","2019-04-23","2019-07-03"
"Amhara","Shebel Berenta","Woynye","planting","2019-07-04","2019-07-05"
"Amhara","Shebel Berenta","Woynye","flowering","2019-08-21","2019-09-05"
"Amhara","Shebel Berenta","Woynye","tasseling/seed filling","2019-09-12","2019-10-11"
"Amhara","Shebel Berenta","Woynye","harvesting","2019-10-31","2019-11-10"
"Amhara","Shebel Berenta","Woynye","land preparation","2019-04-23","2019-07-23"
"Amhara","Shebel Berenta","Woynye","planting","2019-08-21","2019-09-05"
"Amhara","Shebel Berenta","Woynye","flowering","2019-11-22","2019-12-10"
"Amhara","Shebel Berenta","Woynye","tasseling/seed filling","2019-12-11","2020-01-09"
"Amhara","Shebel Berenta","Woynye","harvesting","2019-01-24","2019-02-08"
"Amhara","Libo Kemkem","Birkutea","land preparation","2019-03-10","2019-05-08"
"Amhara","Libo Kemkem","Birkutea","planting","2019-05-09","2019-06-07"
"Amhara","Libo Kemkem","Birkutea","flowering","2019-07-19","2019-08-06"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","2019-08-07","2019-09-05"
"Amhara","Libo Kemkem","Birkutea","harvesting","2019-10-12","2019-11-10"
"Amhara","Libo Kemkem","Birkutea","land preparation","2019-03-24","2019-07-30"
"Amhara","Libo Kemkem","Birkutea","planting","2019-07-08","2019-07-23"
"Amhara","Libo Kemkem","Birkutea","flowering","2019-09-05","2019-10-11"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","2019-09-27","2019-10-11"
"Amhara","Libo Kemkem","Birkutea","harvesting","2019-10-26","2019-12-10"
"Amhara","Libo Kemkem","Birkutea","land preparation","2019-03-10","2019-05-23"
"Amhara","Libo Kemkem","Birkutea","planting","2019-05-23","2019-06-07"
"Amhara","Libo Kemkem","Birkutea","flowering","2019-09-05","2019-10-11"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","2019-09-27","2019-10-10"
"Amhara","Libo Kemkem","Birkutea","harvesting","2019-10-16","2019-12-10"
"Amhara","Ibinat","Wariba","land preparation","2019-02-10","2019-07-02"
"Amhara","Ibinat","Wariba","planting","2019-07-05","2019-07-19"
"Amhara","Ibinat","Wariba","flowering","2019-09-01","2019-10-03"
"Amhara","Ibinat","Wariba","tasseling/seed filling","2019-10-05","2019-10-26"
"Amhara","Ibinat","Wariba","harvesting","2019-11-01","2019-11-16"
"Amhara","Ibinat","Wariba","land preparation","2019-03-10","2019-05-08"
"Amhara","Ibinat","Wariba","planting","2019-05-09","2019-06-02"
"Amhara","Ibinat","Wariba","flowering","2019-08-07","2019-09-05"
"Amhara","Ibinat","Wariba","tasseling/seed filling","2019-09-06","2019-09-16"
"Amhara","Ibinat","Wariba","harvesting","2019-10-11","2019-11-10"
"Amhara","Ibinat","Wariba","land preparation","2019-10-12","2020-05-28"
"Amhara","Ibinat","Wariba","planting","2019-06-02","2019-07-14"
"Amhara","Ibinat","Wariba","flowering","2019-08-21","2019-09-16"
"Amhara","Ibinat","Wariba","tasseling/seed filling","2019-09-17","2019-10-06"
"Amhara","Ibinat","Wariba","harvesting","2019-10-09","2019-10-21"
"Amhara","Ibinat","Wonberoch","land preparation","2019-12-25","2020-06-13"
"Amhara","Ibinat","Wonberoch","planting","2019-06-22","2019-07-12"
"Amhara","Ibinat","Wonberoch","flowering","2019-08-22","2019-09-11"
"Amhara","Ibinat","Wonberoch","tasseling/seed filling","2019-09-12","2019-11-10"
"Amhara","Ibinat","Wonberoch","harvesting","2019-11-11","2019-12-10"
"Amhara","Ibinat","Wonberoch","land preparation","2019-10-12","2020-06-07"
"Amhara","Ibinat","Wonberoch","planting","2019-06-08","2019-06-23"
"Amhara","Ibinat","Wonberoch","flowering","2019-08-07","2019-09-11"
"Amhara","Ibinat","Wonberoch","tasseling/seed filling","2019-09-12","2019-10-01"
"Amhara","Ibinat","Wonberoch","harvesting","2019-10-12","2019-10-26"
"Amhara","Ibinat","Wonberoch","land preparation","2019-02-10","2019-06-08"
"Amhara","Ibinat","Wonberoch","planting","2019-06-08","2019-06-22"
"Amhara","Ibinat","Wonberoch","flowering","2019-08-07","2019-09-11"
"Amhara","Ibinat","Wonberoch","tasseling/seed filling","2019-09-12","2019-10-11"
"Amhara","Ibinat","Wonberoch","harvesting","2019-10-12","2019-10-26"
"Amhara","Ibinat","Worgaja wagi","land preparation","2019-12-11","2020-05-08"
"Amhara","Ibinat","Worgaja wagi","planting","2019-06-01","2019-07-23"
"Amhara","Ibinat","Worgaja wagi","flowering","2019-09-06","2019-09-16"
"Amhara","Ibinat","Worgaja wagi","tasseling/seed filling","2019-09-17","2019-10-11"
"Amhara","Ibinat","Worgaja wagi","harvesting","2019-10-12","2019-12-10"
"Amhara","Ibinat","Worgaja wagi","land preparation","2019-12-10","2020-05-08"
"Amhara","Ibinat","Worgaja wagi","planting","2019-05-09","2019-06-07"
"Amhara","Ibinat","Worgaja wagi","flowering","2019-07-23","2019-08-06"
"Amhara","Ibinat","Worgaja wagi","tasseling/seed filling","2019-08-07","2019-08-22"
"Amhara","Ibinat","Worgaja wagi","harvesting","2019-10-27","2019-11-10"
"Amhara","Ibinat","Worgaja wagi","land preparation","2019-06-01","2019-06-07"
"Amhara","Ibinat","Worgaja wagi","planting","2019-06-08","2019-07-07"
"Amhara","Ibinat","Worgaja wagi","flowering","2019-07-23","2019-08-06"
"Amhara","Ibinat","Worgaja wagi","tasseling/seed filling","2019-08-21","2019-09-11"
"Amhara","Ibinat","Worgaja wagi","harvesting","2019-09-27","2019-10-12"
"Amhara","Ibinat","Burkoche","land preparation","2019-12-10","2020-05-08"
"Amhara","Ibinat","Burkoche","planting","2019-07-05","2019-08-06"
"Amhara","Ibinat","Burkoche","flowering","2019-08-22","2019-09-11"
"Amhara","Ibinat","Burkoche","tasseling/seed filling","2019-09-12","2019-09-27"
"Amhara","Ibinat","Burkoche","harvesting","2019-09-28","2019-11-10"
"Amhara","Ibinat","Burkoche","land preparation","2019-12-10","2020-05-08"
"Amhara","Ibinat","Burkoche","planting","2019-05-09","2019-06-22"
"Amhara","Ibinat","Burkoche","flowering","2019-08-21","2019-09-05"
"Amhara","Ibinat","Burkoche","tasseling/seed filling","2019-09-12","2019-10-16"
"Amhara","Ibinat","Burkoche","harvesting","2019-11-11","2019-12-26"
"Amhara","Shebel Berenta","Suha","land preparation","2019-04-09","2019-07-12"
"Amhara","Shebel Berenta","Suha","planting","2019-07-17","2019-08-06"
"Amhara","Shebel Berenta","Suha","flowering","2019-09-27","2019-11-10"
"Amhara","Shebel Berenta","Suha","tasseling/seed filling","2019-11-12","2019-11-23"
"Amhara","Shebel Berenta","Suha","harvesting","2019-12-10","2020-01-10"
"Amhara","Shebel Berenta","Suha","land preparation","2019-04-09","2019-04-23"
"Amhara","Shebel Berenta","Suha","planting","2019-04-24","2019-05-23"
"Amhara","Shebel Berenta","Suha","flowering","2019-09-12","2019-09-27"
"Amhara","Shebel Berenta","Suha","tasseling/seed filling","2019-09-28","2019-11-23"
"Amhara","Shebel Berenta","Suha","harvesting","2019-12-01","2019-12-26"
"Amhara","Shebel Berenta","Suha","land preparation","2019-04-09","2019-04-13"
"Amhara","Shebel Berenta","Suha","planting","2019-08-20","2019-09-05"
"Amhara","Shebel Berenta","Suha","flowering","2019-11-17","2019-12-10"
"Amhara","Shebel Berenta","Suha","tasseling/seed filling","2019-12-12","2020-01-10"
"Amhara","Shebel Berenta","Suha","harvesting","2019-01-23","2019-02-10"
"Amhara","Ibinat","Embacheko Gunaguna","land preparation","2019-10-12","2020-05-08"
"Amhara","Ibinat","Embacheko Gunaguna","planting","2019-06-23","2019-07-07"
"Amhara","Ibinat","Embacheko Gunaguna","flowering","2019-08-21","2019-09-05"
"Amhara","Ibinat","Embacheko Gunaguna","tasseling/seed filling","2019-09-06","2019-10-11"
"Amhara","Ibinat","Embacheko Gunaguna","harvesting","2019-10-26","2019-11-25"
"Amhara","Ibinat","Embacheko Gunaguna","land preparation","2019-11-19","2020-04-23"
"Amhara","Ibinat","Embacheko Gunaguna","planting","2019-06-07","2019-06-07"
"Amhara","Ibinat","Embacheko Gunaguna","flowering","2019-08-21","2019-09-06"
"Amhara","Ibinat","Embacheko Gunaguna","tasseling/seed filling","2019-09-16","2019-10-11"
"Amhara","Ibinat","Embacheko Gunaguna","harvesting","2019-10-12","2019-11-10"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","land preparation","2019-04-09","2019-07-07"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","planting","2019-07-08","2019-07-30"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","flowering","2019-09-12","2019-10-11"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","tasseling/seed filling","2019-10-26","2019-11-10"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","harvesting","2019-11-25","2020-01-10"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","land preparation","2019-04-09","2019-06-07"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","planting","2019-06-12","2019-07-07"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","flowering","2019-08-21","2019-09-06"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","tasseling/seed filling","2019-09-26","2019-10-11"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","harvesting","2019-10-16","2019-11-20"
"Amhara","Enesie Sar Midir","Zihon-Huha-014-","land preparation","2019-04-09","2019-06-07"
