"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET","AVE"
"WushaTires",1,0,0,0,1,0,0,0.666666666666667,0.238095238095238
"Yedwuha",1,0,0.111111111111111,0.111111111111111,1,0.222222222222222,0.111111111111111,0.333333333333333,0.26984126984127
"Yeju",1,0,0,0.2,1,0.2,0.2,0.6,0.314285714285714
"Yetefet",1,0,0.333333333333333,0.333333333333333,1,0.222222222222222,0,0.222222222222222,0.301587301587302
"YifagAkababi",1,0,0,0,1,0.333333333333333,0,0.666666666666667,0.285714285714286
"Yitihana",1,0,0.333333333333333,0.222222222222222,1,0.666666666666667,0,0.444444444444444,0.380952380952381
"Zata",1,0,0.625,0.625,1,0.375,0.25,0.25,0.446428571428571
"Ziha",1,0,0,0,1,0.111111111111111,0,0.333333333333333,0.206349206349206
"ZihonHuha",1,0,0.444444444444444,0.555555555555556,1,0.333333333333333,0,0.222222222222222,0.365079365079365
"ZobarYikuanda",1,0,0.444444444444444,0.444444444444444,1,0.555555555555556,0.111111111111111,0.222222222222222,0.396825396825397
"Zongi",1,0,0,0.111111111111111,1,0.555555555555556,0,0.555555555555556,0.317460317460317
"AVE",1,0.045920459204592,0.250973759737597,0.295044807590933,1,0.35107479646225,0.0371624787676448,0.423922274937035,0.343442653814293
