"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"AwetBikalsi","0.68","0.19","0.35","0.76","0.95","0.84","0.43","0.32","0.57","0.05","0.78","0.89","0.05","1","0.62","0.7","0.59","0.54","0.16","0.11","0.3","0.38","0.49","0.41","0.14","0.08","0.24","0.92","0.73","0.51","0.22","0.49","0.27","0.86","0.65","0.81","0.97"
"AwusaMeda","0.19","1","0.08","0.89","0.27","0.41","0.14","0.46","0.62","0.3","0.54","0.59","0.76","0.68","0.84","0.86","0.7","0.22","0.49","0.81","0.32","0.24","0.35","0.05","0.38","0.73","0.43","0.78","0.65","0.57","0.16","0.05","0.51","0.95","0.11","0.97","0.92"
"Ayba","0.68","0.51","0.46","0.92","0.54","0.46","0.49","0.46","0.89","0.46","0.7","0.46","0.59","1","0.95","0.46","0.46","0.46","0.81","0.78","0.84","0.65","0.46","0.46","0.73","0.57","0.46","0.46","0.46","0.76","0.46","0.46","0.46","0.86","0.46","0.97","0.62"
"Aynalem","0.84","0.54","0.51","0.97","1","0.3","0.24","0.22","0.68","0.22","0.86","0.92","0.22","0.81","0.78","0.89","0.32","0.7","0.22","0.38","0.59","0.46","0.22","0.73","0.43","0.35","0.22","0.41","0.95","0.57","0.27","0.49","0.76","0.62","0.22","0.65","0.22"
"Bala","0.84","0.51","0.49","0.97","0.59","0.49","0.54","0.49","0.49","0.49","0.49","0.49","0.62","0.89","1","0.49","0.57","0.95","0.86","0.76","0.49","0.68","0.49","0.49","0.49","0.73","0.49","0.65","0.92","0.78","0.49","0.49","0.49","0.49","0.7","0.49","0.81"
"Balarab","0.86","0.89","0.3","0.7","0.73","0.76","0.43","0.35","0.81","0.11","0.32","0.78","0.19","0.97","1","0.11","0.7","0.51","0.54","0.57","0.22","0.41","0.59","0.11","0.7","0.92","0.49","0.14","0.16","0.24","0.38","0.11","0.7","0.46","0.27","0.95","0.84"
"Bamba","0.62","0.11","0.14","0.84","0.92","0.19","0.78","0.22","0.73","0.16","0.7","0.68","0.57","1","0.86","0.65","0.57","0.59","0.38","0.08","0.57","0.24","0.3","0.76","0.27","0.46","0.35","0.97","0.49","0.32","0.05","0.03","0.41","0.89","0.43","0.81","0.95"
"BarkaAdiswha","0.89","0.54","0.57","0.84","1","0.27","0.24","0.22","0.46","0.22","0.78","0.92","0.43","0.86","0.73","0.97","0.35","0.7","0.22","0.41","0.68","0.32","0.22","0.76","0.59","0.38","0.22","0.22","0.81","0.65","0.3","0.49","0.95","0.62","0.51","0.22","0.22"
"Begasheka","0.51","0.05","0.16","0.57","0.92","0.68","0.65","0.14","0.78","0.03","0.84","0.73","0.32","0.95","0.89","1","0.38","0.35","0.19","0.41","0.62","0.32","0.22","0.46","0.43","0.49","0.81","0.86","0.73","0.32","0.08","0.11","0.32","0.54","0.59","0.76","1"
"Berlay","0.16","1","0.05","0.7","0.22","0.32","0.11","0.24","0.59","0.35","0.57","0.51","0.68","0.62","0.92","0.86","0.78","0.41","0.65","0.73","0.27","0.49","0.43","0.3","0.38","0.81","0.46","0.54","0.84","0.19","0.14","0.03","0.76","0.89","0.08","0.97","0.95"
"Betgebez","0.81","0.32","0.19","0.78","0.97","0.27","0.22","0.16","0.46","0.59","0.86","0.92","0.38","0.95","1","0.62","0.24","0.78","0.43","0.68","0.57","0.49","0.51","0.84","0.35","0.16","0.41","0.16","0.78","0.89","0.78","0.16","0.16","0.54","0.16","0.3","0.65"
"Bethans","0.81","0.68","0.49","0.84","1","0.22","0.38","0.05","0.41","0.14","0.73","0.92","0.24","0.89","0.97","0.86","0.11","0.62","0.08","0.19","0.59","0.35","0.16","0.65","0.3","0.32","0.78","0.46","0.76","0.59","0.59","0.27","0.05","0.43","0.7","0.51","0.95"
"BilbWuha","0.11","1","0.14","0.54","0.65","0.84","0.89","0.05","0.43","0.03","0.32","0.7","0.35","0.92","0.86","0.59","0.24","0.08","0.76","0.46","0.27","0.22","0.41","0.68","0.73","0.95","0.57","0.19","0.81","0.3","0.51","0.38","0.65","0.16","0.49","0.78","1"
"Birkutea","0.03","0.57","0.22","0.35","1","0.73","0.7","0.57","0.19","0.27","0.49","0.81","0.32","0.84","0.89","0.65","0.11","0.38","0.76","0.43","0.24","0.05","0.41","0.78","0.62","0.86","0.68","0.3","1","0.59","0.14","0.11","0.57","0.46","0.16","1","1"
"Boneya","0.08","1","0.03","0.92","0.54","0.11","0.19","0.24","0.68","0.32","0.73","0.46","0.49","0.78","0.95","0.16","0.7","0.22","0.84","0.57","0.3","0.46","0.27","0.35","0.59","0.65","0.46","0.51","0.81","0.14","0.86","0.46","0.62","0.89","0.05","0.97","0.76"
"Burkoche","0.81","0.97","0.27","0.73","0.49","0.62","0.19","0.38","0.92","0.16","0.24","0.73","0.16","0.78","1","0.16","0.65","0.84","0.51","0.95","0.35","0.46","0.86","0.16","0.89","0.54","0.59","0.16","0.22","0.43","0.3","0.16","0.73","0.41","0.32","0.57","0.76"
"Cheli","0.59","0.38","0.08","0.92","0.86","0.46","0.76","0.24","0.84","0.14","0.7","0.73","0.19","1","0.81","0.51","0.43","0.54","0.57","0.05","0.65","0.22","0.62","0.68","0.11","0.41","0.32","0.97","0.49","0.27","0.16","0.03","0.3","0.89","0.35","0.78","0.95"
"Darubekeda","0.95","0.43","0.49","0.92","0.51","0.38","0.46","0.38","0.97","0.38","0.41","0.38","0.57","0.92","1","0.38","0.78","0.54","0.76","0.38","0.68","0.7","0.84","0.38","0.81","0.59","0.38","0.38","0.38","0.73","0.38","0.38","0.38","0.92","0.38","0.65","0.62"
"Deberkerbye","0.62","0.51","0.41","0.54","1","0.65","1","0.03","0.14","0.27","1","0.32","0.73","1","1","0.78","0.22","0.08","0.24","0.19","0.35","0.11","0.76","0.57","0.68","0.81","0.51","0.84","0.51","0.3","0.16","0.51","0.05","0.59","0.38","0.7","1"
"DeberAbaJale","0.05","0.68","0.22","0.51","1","0.78","0.38","0.65","0.43","0.03","0.27","0.86","0.3","0.89","0.81","0.49","0.16","0.35","0.7","0.59","0.32","0.11","0.54","0.46","0.57","0.73","0.76","0.19","0.92","0.41","0.08","0.16","0.95","0.62","0.24","0.84","1"
"DebrAbay","0.22","0.95","0.11","0.65","0.14","0.57","0.24","0.19","0.73","0.16","0.89","0.54","0.27","0.89","1","0.7","0.81","0.46","0.41","0.35","0.38","0.51","0.3","0.59","0.43","0.78","0.49","0.65","0.76","0.32","0.08","0.08","0.68","0.92","0.08","0.89","0.97"
"DebreAliays","0.16","1","0.08","0.7","0.65","0.24","0.14","0.22","0.59","0.51","0.73","0.43","0.19","0.78","0.97","0.86","0.76","0.46","0.57","0.7","0.35","0.32","0.3","0.38","0.49","0.81","0.27","0.62","0.84","0.54","0.11","0.03","0.41","0.92","0.05","0.95","0.89"
"Debrebirhan","0.81","0.57","0.54","0.97","1","0.3","0.24","0.22","0.51","0.22","0.95","0.7","0.22","0.89","0.76","0.92","0.32","0.78","0.22","0.46","0.65","0.35","0.22","0.86","0.41","0.38","0.22","0.22","0.84","0.62","0.27","0.49","0.73","0.59","0.43","0.68","0.22"
"Debrebrhan","0.81","0.57","0.59","0.76","1","0.22","0.19","0.16","0.89","0.16","0.86","0.97","0.16","0.92","0.95","0.7","0.32","0.73","0.16","0.27","0.51","0.38","0.16","0.84","0.3","0.46","0.16","0.43","0.68","0.54","0.24","0.49","0.78","0.62","0.41","0.65","0.35"
"DebreGenet","0.11","0.97","0.46","0.78","0.22","0.38","0.08","0.24","0.51","0.16","0.49","0.41","0.59","0.86","0.89","0.84","0.7","0.43","0.27","0.73","0.54","0.35","0.32","0.03","0.3","0.81","0.76","0.65","0.68","0.19","0.14","0.57","0.62","1","0.05","0.95","0.92"
"DebreGenetA","0.68","0.22","0.14","0.54","0.92","0.3","0.27","0.11","0.16","0.11","0.76","0.89","0.41","0.81","1","0.84","0.35","0.57","0.11","0.32","0.62","0.43","0.38","0.54","0.7","0.24","0.65","0.86","0.73","0.54","0.54","0.19","0.11","0.59","0.78","0.95","0.97"
"DebreGenetK","0.54","0.05","0.24","0.65","0.92","0.76","0.62","0.11","0.89","0.03","0.78","0.81","0.41","1","0.84","0.57","0.43","0.46","0.14","0.49","0.27","0.41","0.41","0.51","0.19","0.08","0.73","0.95","0.86","0.41","0.16","0.22","0.41","0.59","0.68","0.7","1"
"DebreGeorgis","0.19","1","0.08","0.89","0.27","0.41","0.14","0.46","0.62","0.3","0.54","0.59","0.76","0.68","0.84","0.86","0.7","0.22","0.49","0.81","0.32","0.24","0.35","0.05","0.38","0.73","0.43","0.78","0.65","0.57","0.16","0.05","0.51","0.95","0.11","0.97","0.92"
"DebreKidusan","0.14","1","0.38","0.81","0.16","0.27","0.35","0.11","0.7","0.08","0.51","0.41","0.19","0.76","0.86","0.68","0.78","0.24","0.32","0.57","0.54","0.49","0.3","0.43","0.46","0.84","0.73","0.62","0.65","0.22","0.05","0.59","0.89","0.97","0.05","0.92","0.95"
"Debremawie","0.16","1","0.05","0.7","0.22","0.32","0.11","0.24","0.59","0.35","0.57","0.51","0.68","0.62","0.92","0.86","0.78","0.41","0.65","0.73","0.27","0.49","0.43","0.3","0.38","0.81","0.46","0.54","0.84","0.19","0.14","0.03","0.76","0.89","0.08","0.97","0.95"
"Debreselam","0.81","0.24","0.22","1","0.86","0.32","0.3","0.19","0.62","0.19","0.73","0.7","0.19","0.59","0.92","0.84","0.19","0.76","0.19","0.38","0.41","0.43","0.68","0.78","0.35","0.65","0.49","0.19","1","0.57","0.27","0.19","0.51","0.95","0.46","0.54","0.89"
"Debrinetseb","0.43","0.03","0.27","0.7","0.92","0.68","0.84","0.05","0.73","0.08","0.86","0.68","0.27","1","0.89","1","0.35","0.3","0.51","0.38","0.68","0.27","0.46","0.41","0.16","0.76","0.78","0.81","0.68","0.32","0.11","0.27","0.14","0.57","0.49","0.54","1"
"Dekera","0.73","0.46","0.05","0.95","0.86","0.54","0.92","0.32","0.89","0.16","0.68","0.76","0.49","1","0.43","0.62","0.41","0.51","0.7","0.11","0.65","0.3","0.97","0.78","0.14","0.19","0.35","0.81","0.57","0.38","0.22","0.03","0.27","0.24","0.08","0.59","0.84"
"DembezaAmbaLay","0.16","1","0.05","0.7","0.22","0.32","0.11","0.24","0.59","0.35","0.57","0.51","0.68","0.62","0.92","0.86","0.78","0.41","0.65","0.73","0.27","0.49","0.43","0.3","0.38","0.81","0.46","0.54","0.84","0.19","0.14","0.03","0.76","0.89","0.08","0.97","0.95"
"Derit","0.14","0.97","0.38","0.68","0.24","0.3","0.11","0.46","0.78","0.41","0.54","0.78","0.43","0.78","0.95","0.86","0.78","0.22","0.08","0.65","0.19","0.35","0.32","0.05","0.59","0.81","0.62","0.27","0.89","0.16","0.51","0.49","0.57","0.84","0.03","0.92","1"
"Derita","0.05","0.62","0.38","0.41","0.7","0.97","0.68","0.62","0.14","0.03","0.51","0.86","0.35","0.89","1","0.65","0.3","0.24","0.92","0.62","0.19","0.08","0.16","0.49","0.76","0.84","0.73","0.43","0.95","0.46","0.27","0.11","0.62","0.32","0.22","0.78","0.81"
"Dinkashena","0.84","0.38","0.43","0.92","0.49","0.35","0.46","0.35","1","0.35","0.95","0.35","0.57","0.92","0.97","0.35","0.76","0.41","0.73","0.35","0.62","0.68","0.7","0.35","0.78","0.59","0.35","0.35","0.65","0.92","0.35","0.35","0.35","0.81","0.35","0.51","0.54"
"Ebo","0.7","0.54","0.51","0.97","0.59","0.51","0.57","0.51","0.89","0.51","0.86","0.51","0.65","1","0.92","0.51","0.51","0.51","0.97","0.78","0.84","0.76","0.51","0.62","0.73","0.51","0.51","0.51","0.51","0.51","0.51","0.51","0.51","0.51","0.51","0.81","0.68"
"Edagaarbi","0.86","0.27","0.24","0.97","0.38","0.41","0.35","0.24","0.65","0.24","0.84","0.24","0.24","0.81","1","0.95","0.32","0.73","0.57","0.49","0.68","0.54","0.76","0.43","0.51","0.24","0.3","0.78","0.89","0.62","0.46","0.24","0.24","0.7","0.24","0.59","0.92"
"EmbaAhfrom","0.86","0.43","0.27","0.95","0.92","0.35","0.3","0.27","0.46","0.27","0.84","0.81","0.27","0.81","0.97","0.68","0.27","0.89","0.59","0.38","0.65","0.57","0.62","0.73","0.54","0.27","0.51","0.27","0.81","0.7","0.32","0.27","0.27","0.49","0.27","0.41","1"
"EmbachekoGunaguna","0.05","0.89","0.38","0.3","0.86","0.81","0.14","0.22","0.51","0.11","0.24","0.68","0.35","0.97","0.92","0.65","0.59","0.43","0.73","0.7","0.22","0.32","0.27","0.03","0.41","0.84","0.78","0.49","0.95","0.57","0.08","0.62","0.46","0.54","0.22","0.76","1"
"EndaBagerima","0.81","0.76","0.22","0.89","0.97","0.32","0.11","0.08","0.24","0.38","0.7","0.86","0.3","0.84","1","0.92","0.19","0.73","0.16","0.27","0.78","0.43","0.35","0.41","0.46","0.49","0.57","0.59","0.68","0.68","0.54","0.08","0.08","0.51","0.14","0.62","0.95"
"Endabano","0.54","0.05","0.24","0.59","0.95","0.65","0.73","0.35","0.78","0.03","0.68","0.84","0.11","0.97","0.43","0.89","0.49","0.46","0.08","0.16","0.27","0.38","0.41","0.57","0.19","0.32","0.7","0.92","0.76","0.51","0.3","0.22","0.14","0.81","0.62","0.86","1"
"Endachiwa","0.68","0.22","0.14","0.54","0.92","0.3","0.27","0.11","0.16","0.11","0.76","0.89","0.41","0.81","1","0.84","0.35","0.57","0.11","0.32","0.62","0.43","0.38","0.54","0.7","0.24","0.65","0.86","0.73","0.54","0.54","0.19","0.11","0.59","0.78","0.95","0.97"
"EndaFelasi","0.54","0.05","0.22","0.41","0.95","0.27","0.59","0.3","0.78","0.03","0.65","0.84","0.11","0.97","0.62","0.92","0.46","0.49","0.14","0.08","0.24","0.41","0.41","0.57","0.73","0.43","0.7","0.76","0.86","0.51","0.32","0.16","0.19","0.89","0.68","0.81","1"
"Endagahamus","0.59","0.14","0.16","0.54","1","0.3","0.32","0.35","0.19","0.05","0.73","0.97","0.22","0.84","0.86","0.92","0.38","0.57","0.05","0.08","0.65","0.46","0.41","0.43","0.7","0.27","0.11","0.68","0.89","0.62","0.54","0.54","0.24","0.81","0.78","0.76","0.95"
"Endamariam","0.78","0.46","0.22","0.97","0.92","0.3","0.24","0.19","0.19","0.43","0.86","0.76","0.19","0.95","1","0.7","0.27","0.81","0.54","0.35","0.65","0.51","0.57","0.84","0.49","0.19","0.41","0.68","0.76","0.89","0.32","0.19","0.19","0.62","0.19","0.38","0.59"
