"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"AgazenMeda",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.09","0.36","0.55","0.45","0.18","0.82","0.73","0.64","0.91","1",,
"Agazi",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.09","0.82","0.27","0.91","0.45","0.36","1","0.18","0.64","0.73",,
"Agbe",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.64","0.82","0.36","0.91","1","0.27","0.73","0.55",,
"Agela",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.55","0.45","0.91","1","0.64","0.73","0.82",,
"Agid",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.73","0.45","0.55","1","0.64","0.91","0.82",,
"AlemeTesfa",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.55","0.45","0.64","0.09","1","0.82","0.27","0.73","0.91",,
"AmdiWeyane",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.18","0.09","1","0.45","0.36","0.82","0.91","0.27","0.73","0.64",,
"Amedwuha",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.09","0.55","0.64","0.36","0.73","1","0.18","0.82","0.91",,
"Ameno",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.45","0.55","0.36","0.91","1","0.64","0.73","0.82",,
"Amisetya",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","0.09","0.73","0.36","0.27","0.91","1","0.45","0.82","0.55",,
"Angot",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.45","0.64","0.36","0.09","0.91","0.73","0.55","0.82","1",,
"Anigot",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.64","0.45","0.82","1","0.55","0.73","0.91",,
"Ansheb",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.27","0.45","0.64","0.09","0.36","1","0.73","0.18","0.91","0.82",,
"AquaShumoch",,,,,,,,,,,,,,,,,,,,,,,,,"0.09","0.27","0.18","0.82","0.36","0.55","0.91","1","0.64","0.73","0.45",,
"Aquha",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.18","0.09","0.73","0.45","0.27","0.91","0.82","0.36","1","0.64",,
"Arena",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.73","0.82","0.36","0.55","1","0.27","0.91","0.64",,
"Asmena",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.91","0.09","0.45","0.64","0.64","1","0.36","0.73","0.82",,
"Asta",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.55","0.45","0.91","1","0.64","0.82","0.73",,
"Atakilti",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.82","0.45","0.73","1","0.36","0.64","0.55",,
"AwetBikalsi",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.82","0.73","0.36","0.55","1","0.27","0.91","0.64",,
"AwusaMeda",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.45","0.55","0.64","0.09","1","0.73","0.36","0.91","0.82",,
"Ayba",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.27","0.09","0.64","0.55","0.18","0.91","1","0.45","0.73","0.82",,
"Aynalem",,,,,,,,,,,,,,,,,,,,,,,,,"0.73","0.18","0.09","0.64","0.55","0.45","0.27","0.82","0.36","0.91","1",,
"Bala",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.36","0.09","0.64","0.18","0.55","0.82","1","0.27","0.73","0.91",,
"Balarab",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","0.09","0.82","0.36","0.27","0.91","1","0.55","0.73","0.45",,
"Bamba",,,,,,,,,,,,,,,,,,,,,,,,,"0.82","0.09","0.18","0.91","0.55","0.36","0.64","1","0.27","0.45","0.73",,
"BarkaAdiswha",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.09","0.18","0.64","0.27","0.45","0.82","1","0.36","0.73","0.91",,
"Begasheka",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.09","0.82","0.73","0.55","0.91","1","0.27","0.64","0.45",,
"Berlay",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.45","0.64","0.55","0.09","1","0.73","0.27","0.82","0.91",,
"Betgebez",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.36","0.09","0.82","0.55","0.73","0.27","0.91","0.18","1","0.64",,
"Bethans",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.45","0.55","0.73","1","0.36","0.91","0.64",,
"BilbWuha",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.36","0.09","0.27","0.55","0.45","0.91","1","0.64","0.73","0.82",,
"Birkutea",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.64","0.36","0.45","0.91","1","0.55","0.82","0.73",,
"Boneya",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.27","0.18","0.64","0.09","0.45","1","0.82","0.36","0.91","0.73",,
"Burkoche",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.18","0.09","0.73","0.45","0.27","0.91","0.82","0.36","1","0.64",,
"Cheli",,,,,,,,,,,,,,,,,,,,,,,,,"0.82","0.09","0.18","0.91","0.45","0.36","0.73","1","0.27","0.55","0.64",,
"Darubekeda",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.36","0.09","0.55","0.27","0.45","1","0.91","0.18","0.73","0.82",,
"Deberkerbye",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.09","0.91","0.64","0.45","0.73","1","0.27","0.82","0.55",,
"DeberAbaJale",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.73","0.36","0.45","0.91","1","0.64","0.82","0.55",,
"DebrAbay",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.64","0.55","0.36","0.18","0.91","0.73","0.09","0.82","1",,
"DebreAliays",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.55","0.45","0.64","0.09","1","0.82","0.27","0.73","0.91",,
"Debrebirhan",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","0.09","0.55","0.73","0.45","0.36","1","0.27","0.91","0.82",,
"Debrebrhan",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.73","0.64","0.36","0.27","0.82","0.55","0.91","1",,
"DebreGenet",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.55","0.64","0.45","0.09","0.91","0.73","0.27","0.82","1",,
"DebreGenetA",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.55","0.45","0.64","1","0.36","0.91","0.73",,
"DebreGenetK",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.73","0.82","0.36","0.91","1","0.27","0.64","0.55",,
"DebreGeorgis",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.45","0.55","0.64","0.09","1","0.73","0.27","0.91","0.82",,
"DebreKidusan",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.64","0.55","0.36","0.18","0.91","0.73","0.09","0.82","1",,
"Debremawie",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.09","0.55","0.64","0.45","0.27","0.91","0.73","0.18","0.82","1",,
"Debreselam",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.18","0.09","0.64","0.82","0.45","0.36","1","0.27","0.91","0.73",,
"Debrinetseb",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.82","0.45","0.73","1","0.36","0.55","0.64",,
"Dekera",,,,,,,,,,,,,,,,,,,,,,,,,"0.82","0.18","0.09","1","0.45","0.36","0.55","0.91","0.27","0.73","0.64",,
"DembezaAmbaLay",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.55","0.45","0.64","0.09","1","0.73","0.27","0.82","0.91",,
"Derit",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.09","0.36","0.55","0.45","0.18","0.82","0.73","0.64","0.91","1",,
"Derita",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.55","0.45","0.91","1","0.64","0.73","0.82",,
"Dinkashena",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.27","0.09","0.55","0.36","0.45","1","0.73","0.18","0.82","0.91",,
"Ebo",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.27","0.73","0.45","0.09","0.91","1","0.55","0.64","0.82",,
"Edagaarbi",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.64","0.73","0.82","0.36","1","0.27","0.91","0.55",,
"EmbaAhfrom",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.82","0.64","0.73","0.36","1","0.27","0.91","0.55",,
"EmbachekoGunaguna",,,,,,,,,,,,,,,,,,,,,,,,,"0.09","0.27","0.18","0.82","0.45","0.55","0.91","1","0.64","0.73","0.36",,
"EndaBagerima",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.45","0.55","0.73","1","0.36","0.91","0.64",,
"Endabano",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.73","0.36","0.64","1","0.45","0.82","0.55",,
"Endachiwa",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.64","0.36","0.45","1","0.55","0.91","0.73",,
"EndaFelasi",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.73","0.36","0.64","1","0.45","0.82","0.55",,
"Endagahamus",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.73","0.45","0.55","1","0.36","0.91","0.64",,
"Endamariam",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.09","0.82","0.64","0.73","0.36","1","0.18","0.91","0.55",,
"Erba",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.27","0.09","0.64","0.18","0.55","0.82","1","0.45","0.73","0.91",,
"Esiret",,,,,,,,,,,,,,,,,,,,,,,,,"0.82","0.09","0.18","0.91","0.45","0.55","0.64","1","0.27","0.36","0.73",,
"Estifanos",,,,,,,,,,,,,,,,,,,,,,,,,"0.09","0.27","0.18","0.55","0.36","0.45","0.91","1","0.64","0.82","0.73",,
"Fala",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.64","0.09","0.55","0.18","0.36","0.82","1","0.27","0.73","0.91",,
"Felegehiwot",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.55","0.64","0.45","0.09","0.91","0.73","0.27","0.82","1",,
"FelegeWayane",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.45","0.55","0.27","0.09","0.73","0.91","1","0.82","0.36","0.64",,
"FikreAlem",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.36","0.09","0.64","0.45","0.27","0.91","1","0.18","0.73","0.82",,
"Filatako",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.36","0.55","0.45","0.09","0.82","0.73","0.64","0.91","1",,
"Gebsit",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.27","0.64","0.45","0.09","0.55","0.91","0.82","0.18","0.73","1",,
"Gedayasu",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.27","0.55","0.64","0.09","0.45","1","0.82","0.18","0.73","0.91",,
"GelaMatebiya",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.36","0.45","0.91","1","0.73","0.64","0.55",,
"Gendebta",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.09","0.82","0.55","0.73","0.45","1","0.27","0.91","0.64",,
"Geneti",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.18","0.73","0.36","0.09","0.91","1","0.55","0.64","0.82",,
"Genfel",,,,,,,,,,,,,,,,,,,,,,,,,"0.73","0.09","0.18","0.64","0.55","0.36","0.45","0.91","0.27","0.82","1",,
"Gera",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.55","0.36","1","0.73","0.27","0.18","0.45","0.64","0.09","0.82",,
"Gerjale",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.36","0.09","0.73","0.18","0.55","0.82","1","0.27","0.64","0.91",,
"GetskiMilesiley",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.64","0.36","0.82","1","0.45","0.73","0.55",,
"Gijet",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.55","0.73","0.36","0.64","1","0.27","0.91","0.82",,
"Ginaza",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.64","0.45","0.82","1","0.55","0.73","0.91",,
"Golgolemalee",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.45","0.55","0.27","0.09","0.73","0.91","1","0.82","0.36","0.64",,
"Goshedur",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.09","0.55","0.64","0.27","0.18","0.91","0.73","0.45","0.82","1",,
"Goza",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.55","0.45","0.91","1","0.64","0.73","0.82",,
"Grwre",,,,,,,,,,,,,,,,,,,,,,,,,"0.82","0.09","0.18","0.91","0.45","0.55","0.64","1","0.27","0.36","0.73",,
"GuemseAgamet",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.09","0.27","0.55","0.73","0.36","0.45","1","0.18","0.82","0.91",,
"Guroro",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.82","0.45","0.73","1","0.36","0.55","0.64",,
"Guya",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.91","0.82","0.64","0.55","1","0.45","0.36","0.73",,
"Habees",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.09","0.18","0.64","0.27","0.45","0.82","1","0.36","0.73","0.91",,
"Hadashtekli",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.18","0.09","1","0.82","0.27","0.64","0.91","0.36","0.45","0.73",,
"HadeAlga",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.18","0.73","0.09","0.36","0.82","1","0.55","0.64","0.91",,
"HadnetK",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.64","0.36","0.55","0.45","0.82","0.73","0.91","1",,
"HadnetS",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.09","0.82","0.27","0.91","0.45","0.36","1","0.18","0.64","0.73",,
"HadushAdi",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.09","0.91","0.18","0.82","0.55","0.45","1","0.27","0.64","0.73",,
"HadushHiwet",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.09","0.73","0.18","0.64","0.55","0.45","1","0.27","0.91","0.82",,
"HagereGenet",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.64","0.55","0.36","0.18","0.91","0.73","0.09","0.82","1",,
"HagereSelamE",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.64","0.55","0.36","0.18","0.91","0.73","0.09","0.82","1",,
"HagereSelamW",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.27","0.09","0.73","0.45","0.36","0.64","0.91","0.18","0.82","1",,
"Hangoda",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.09","0.82","0.27","0.91","0.45","0.36","1","0.18","0.64","0.73",,
"Hareko",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.09","0.91","0.55","0.36","0.64","1","0.18","0.82","0.73",,
"Hawelti",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.45","0.73","0.27","0.09","0.91","1","0.55","0.64","0.82",,
"Hayelom",,,,,,,,,,,,,,,,,,,,,,,,,"0.55","0.18","0.09","0.64","0.73","0.45","0.36","0.82","0.27","0.91","1",,
"Hintsa",,,,,,,,,,,,,,,,,,,,,,,,,"0.73","0.18","0.09","1","0.45","0.36","0.82","0.91","0.27","0.55","0.64",,
"HintsaWaza",,,,,,,,,,,,,,,,,,,,,,,,,"0.73","0.18","0.09","1","0.45","0.36","0.82","0.91","0.27","0.55","0.64",,
"HizbaTeklehymanot",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.27","0.09","0.64","0.45","0.18","0.91","1","0.55","0.73","0.82",,
"ImbaRufael",,,,,,,,,,,,,,,,,,,,,,,,,"0.82","0.18","0.09","1","0.55","0.45","0.64","0.91","0.27","0.36","0.73",,
"Jijqe",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.55","0.27","1","0.91","0.36","0.18","0.82","0.64","0.09","0.73",,
"JimanDeregeha",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.73","0.36","0.45","0.91","1","0.64","0.82","0.55",,
"Jira",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.09","0.64","0.55","0.45","0.91","1","0.27","0.73","0.82",,
"kabe",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.73","0.45","0.55","1","0.64","0.91","0.82",,
"Karima",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.27","0.64","0.45","0.09","0.55","0.91","0.82","0.18","0.73","1",,
"Keregna",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.36","0.73","0.45","0.55","1","0.64","0.91","0.82",,
"Kihen",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.64","0.36","0.55","0.45","0.82","0.73","0.91","1",,
"Kita",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","0.09","0.82","0.36","0.27","1","0.91","0.55","0.73","0.45",,
"Korme",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.27","0.09","0.64","0.18","0.55","0.82","1","0.45","0.73","0.91",,
"Ksadacki",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.55","0.45","0.73","1","0.36","0.82","0.64",,
"Kudo",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.64","0.73","0.82","0.36","1","0.27","0.91","0.55",,
"Kuluferha",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.55","0.36","0.73","1","0.45","0.91","0.64",,
"KuluGizeLemlem",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.36","0.09","0.64","0.27","0.55","0.82","1","0.18","0.73","0.91",,
"LaelayDayu",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.36","0.09","0.64","0.27","0.55","0.82","1","0.18","0.73","0.91",,
"Laelayhahaile",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.09","0.64","0.82","0.73","0.45","1","0.27","0.91","0.55",,
"LaelayMegariaTsemri",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.09","0.82","0.55","0.73","0.36","1","0.18","0.91","0.64",,
"Lalaylogomti",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.45","0.64","0.55","1","0.36","0.91","0.73",,
"Ledy",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.36","0.55","0.09","0.64","1","0.91","0.18","0.73","0.82",,
"Lemlem",,,,,,,,,,,,,,,,,,,,,,,,,"0.82","0.18","0.09","1","0.36","0.45","0.73","0.91","0.27","0.64","0.55",,
"LemlemArena",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.09","1","0.64","0.36","0.55","0.73","0.18","0.91","0.82",,
"Libo ",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.45","0.55","0.36","0.91","1","0.64","0.82","0.82",,
"Limaat",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.45","0.09","0.64","0.27","0.55","0.82","1","0.18","0.73","0.91",,
"Limat",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","1","0.91","0.55","0.73","0.82","0.27","0.36","0.64",,
"Lul",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.64","0.55","0.36","0.27","0.91","0.73","0.09","0.82","1",,
"LusinaAbegeldi",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.36","0.45","0.91","1","0.73","0.64","0.55",,
"Maekelawi",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.73","0.45","0.55","1","0.36","0.91","0.64",,
"MaekelSegli",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.73","0.36","0.64","1","0.45","0.82","0.55",,
"MahbereWeyni",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.09","0.64","0.55","0.45","0.27","0.82","0.73","0.91","1",,
"MariamShewito",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.45","0.64","0.55","1","0.36","0.91","0.73",,
"Martadios",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.27","0.09","0.45","0.55","0.36","0.91","1","0.64","0.73","0.82",,
"MayChekemte",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.82","0.64","0.55","0.45","1","0.36","0.91","0.73",,
"MayNebri",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.09","0.64","0.82","0.73","0.36","1","0.27","0.91","0.55",,
"Maysuru",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.09","0.82","0.55","0.73","0.36","0.91","0.18","1","0.64",,
"MayTeklia",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.09","1","0.55","0.36","0.82","0.91","0.18","0.73","0.64",,
"Mearey",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.18","0.09","1","0.36","0.45","0.55","0.82","0.27","0.73","0.64",,
"Mechare",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.18","0.27","0.73","0.09","0.36","0.82","1","0.55","0.64","0.91",,
"Mechena",,,,,,,,,,,,,,,,,,,,,,,,,"0.09","0.27","0.18","0.73","0.36","0.64","0.91","1","0.45","0.82","0.55",,
"MehalGoncha",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.45","0.55","0.36","0.09","0.82","0.73","0.64","0.91","1",,
"Mekan ",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.18","0.73","0.36","0.09","0.91","1","0.55","0.64","0.82",,
"MekaneGenet",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.45","0.55","0.64","0.09","1","0.73","0.36","0.82","0.91",,
"Melabesh",,,,,,,,,,,,,,,,,,,,,,,,,"0.36","0.18","0.64","0.45","0.55","0.09","1","0.82","0.27","0.73","0.91",,
"MendereMariam",,,,,,,,,,,,,,,,,,,,,,,,,"0.18","0.36","0.09","0.27","0.55","0.45","0.91","1","0.64","0.73","0.82",,
"Menegobena",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.55","0.36","0.18","0.73","1","0.82","0.09","0.64","0.91",,
"Menji",,,,,,,,,,,,,,,,,,,,,,,,,"0.27","0.18","0.09","0.91","0.82","0.45","0.73","1","0.36","0.64","0.55",,
"Mergech",,,,,,,,,,,,,,,,,,,,,,,,,"0.45","0.27","0.55","0.36","0.18","0.73","1","0.82","0.09","0.64","0.91",,
