"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"Amedwuha",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.55","0.36","0.64","0.91","0.73","0.18","0.09","0.82","0.45",,
"Ameno",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.36","0.18","0.64","0.82","0.91","0.27","0.09","0.73","0.45",,
"Amisetya",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.36","0.27","0.45","0.73","0.91","0.18","0.09","0.82","0.55",,
"Angot",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.27","0.55","0.64","0.82","0.91","0.18","0.09","0.73","0.36",,
"Anigot",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.09","0.27","0.45","0.73","0.91","0.36","0.18","0.82","0.55",,
"Ansheb",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.27","0.36","0.91","0.82","0.18","0.09","0.73","0.55",,
"AquaShumoch",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.27","0.36","0.64","0.82","0.91","0.18","0.09","0.73","0.45",,
"Aquha",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.36","0.27","0.45","0.82","0.91","0.18","0.09","0.73","0.55",,
"Arena",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.27","0.73","0.18","0.45","1","0.55","0.64","0.09","0.82","0.36",,
"Asmena",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.73","0.45","0.36","0.82","0.55","0.64","0.18","0.91","0.27",,
"Asta",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.36","0.18","0.55","0.82","0.91","0.27","0.09","0.73","0.45",,
"Atakilti",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","1","0.36","0.45","0.82","0.55","0.91","0.09","0.73","0.27",,
"AwetBikalsi",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.27","0.73","0.18","0.45","1","0.55","0.64","0.09","0.82","0.36",,
"AwusaMeda",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.55","0.27","0.64","0.73","0.82","0.18","0.09","0.91","0.36",,
"Ayba",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.64","0.45","0.55","0.73","0.82","0.09","0.18","0.91","0.36",,
"Aynalem",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.64","0.27","0.36","0.91","0.73","0.55","0.09","0.82","0.45",,
"Bala",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.36","0.45","0.55","0.82","0.73","0.27","0.09","0.91","0.64",,
"Balarab",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.36","0.27","0.64","0.73","0.91","0.18","0.09","0.82","0.45",,
"Bamba",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.64","0.36","0.45","0.91","0.55","0.73","0.09","0.82","0.18",,
"BarkaAdiswha",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.64","0.55","0.45","0.82","0.73","0.36","0.18","0.91","0.27",,
"Begasheka",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.18","1","0.27","0.55","0.82","0.45","0.64","0.09","0.73","0.36",,
"Berlay",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.45","0.27","0.64","0.73","0.91","0.18","0.09","0.82","0.36",,
"Betgebez",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.73","0.55","0.45","0.91","0.09","0.64","0.18","0.82","0.27",,
"Bethans",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.45","0.09","0.82","0.18","0.91","0.27","0.73","0.55",,
"BilbWuha",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.36","0.18","0.55","0.82","0.91","0.27","0.09","0.73","0.45",,
"Birkutea",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.36","0.18","0.64","0.82","0.91","0.27","0.09","0.73","0.45",,
"Boneya",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.55","0.64","0.27","0.36","1","0.82","0.18","0.09","0.73","0.45",,
"Burkoche",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.36","0.27","0.45","0.82","0.91","0.18","0.09","0.73","0.55",,
"Cheli",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.55","0.36","0.64","0.91","0.45","0.73","0.09","0.82","0.27",,
"Darubekeda",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.27","0.45","0.91","0.73","0.18","0.09","0.82","0.55",,
"Deberkerbye",,,,,,,,,,,,,,,,,,,,,,,,,"0.73","0.45","0.55","0.64","0.18","0.82","0.27","1","0.09","0.91","0.36",,
"DeberAbaJale",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.36","0.27","0.64","0.82","0.91","0.18","0.09","0.73","0.45",,
"DebrAbay",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.45","0.27","0.55","0.82","0.73","0.18","0.09","0.91","0.64",,
"DebreAliays",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.55","0.27","0.45","0.73","0.82","0.18","0.09","0.91","0.36",,
"Debrebirhan",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.18","0.64","0.27","0.45","1","0.73","0.55","0.09","0.82","0.36",,
"Debrebrhan",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.64","0.27","0.45","0.91","0.73","0.55","0.09","0.82","0.36",,
"DebreGenet",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.27","0.36","0.64","0.73","0.91","0.18","0.09","0.82","0.55",,
"DebreGenetA",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.73","0.36","0.09","0.91","0.27","0.82","0.18","0.64","0.55",,
"DebreGenetK",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.73","0.27","0.55","0.91","0.45","0.64","0.09","0.82","0.36",,
"DebreGeorgis",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.27","0.55","0.73","0.82","0.18","0.09","0.91","0.36",,
"DebreKidusan",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.45","0.36","0.55","0.73","0.82","0.18","0.09","0.91","0.64",,
"Debremawie",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.36","0.27","0.64","0.73","0.91","0.18","0.09","0.82","0.55",,
"Debreselam",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.27","0.73","0.18","0.45","1","0.64","0.55","0.09","0.82","0.36",,
"Debrinetseb",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","1","0.45","0.36","0.82","0.55","0.91","0.09","0.73","0.27",,
"Dekera",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.27","0.36","0.73","0.91","0.55","0.64","0.09","0.82","0.45",,
"DembezaAmbaLay",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.45","0.27","0.64","0.73","0.82","0.18","0.09","0.91","0.36",,
"Derit",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.55","0.27","0.45","0.64","1","0.73","0.18","0.09","0.82","0.36",,
"Derita",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.18","0.27","0.55","0.82","0.91","0.36","0.09","0.73","0.45",,
"Dinkashena",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.27","0.45","0.91","0.73","0.18","0.09","0.82","0.55",,
"Ebo",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.73","0.45","0.64","0.55","0.82","0.18","0.36","0.91","0.27",,
"Edagaarbi",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.64","0.27","0.45","0.91","0.55","0.73","0.09","0.82","0.36",,
"EmbaAhfrom",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.64","0.45","0.55","0.91","0.36","0.73","0.09","0.82","0.27",,
"EmbachekoGunaguna",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.27","0.36","0.64","0.82","0.91","0.18","0.09","0.73","0.55",,
"EndaBagerima",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.45","0.09","0.82","0.18","0.91","0.27","0.73","0.55",,
"Endabano",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.18","1","0.27","0.55","0.82","0.45","0.64","0.09","0.73","0.36",,
"Endachiwa",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.82","0.27","0.09","0.91","0.36","0.64","0.18","0.73","0.55",,
"EndaFelasi",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.27","1","0.18","0.45","0.82","0.55","0.64","0.09","0.73","0.36",,
"Endagahamus",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.36","0.82","0.18","0.27","1","0.55","0.64","0.09","0.73","0.45",,
"Endamariam",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.55","0.36","0.91","0.18","0.73","0.09","0.82","0.27",,
"Erba",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.36","0.55","0.45","0.82","0.73","0.27","0.09","0.91","0.64",,
"Esiret",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.64","0.36","0.55","0.91","0.45","0.73","0.09","0.82","0.18",,
"Estifanos",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.09","0.27","0.64","0.91","0.82","0.36","0.18","0.73","0.45",,
"Fala",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.64","0.36","0.45","0.91","0.73","0.18","0.09","0.82","0.55",,
"Felegehiwot",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.27","0.45","0.64","0.73","0.91","0.18","0.09","0.82","0.45",,
"FelegeWayane",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.55","0.45","0.36","0.82","0.73","0.64","0.18","0.91","0.27",,
"FikreAlem",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.45","0.55","0.64","0.91","0.73","0.18","0.09","0.82","0.36",,
"Filatako",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.55","0.27","0.45","0.64","1","0.73","0.18","0.09","0.82","0.36",,
"Gebsit",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.27","0.45","0.91","0.82","0.18","0.09","0.73","0.55",,
"Gedayasu",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.27","0.45","0.91","0.82","0.18","0.09","0.73","0.55",,
"GelaMatebiya",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.27","0.36","0.64","0.82","0.91","0.18","0.09","0.73","0.45",,
"Gendebta",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.55","0.18","0.91","0.09","0.82","0.27","0.73","0.36",,
"Geneti",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.73","0.45","0.55","0.64","0.82","0.18","0.27","0.91","0.36",,
"Genfel",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.64","0.27","0.55","0.91","0.73","0.36","0.09","0.82","0.45",,
"Gera",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.82","0.36","0.45","0.91","0.55","0.64","0.09","0.73","0.18",,
"Gerjale",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.45","0.36","0.55","0.91","0.73","0.27","0.09","0.82","0.64",,
"GetskiMilesiley",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.82","0.27","0.55","0.91","0.45","0.64","0.09","0.73","0.36",,
"Gijet",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.27","0.73","0.18","0.55","1","0.45","0.64","0.09","0.82","0.36",,
"Ginaza",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.09","0.27","0.45","0.73","0.91","0.36","0.18","0.82","0.55",,
"Golgolemalee",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.55","0.45","0.36","0.82","0.73","0.64","0.18","0.91","0.27",,
"Goshedur",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.18","0.55","0.64","0.82","0.91","0.27","0.09","0.73","0.45",,
"Goza",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.36","0.18","0.55","0.82","0.91","0.27","0.09","0.73","0.45",,
"Grwre",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.64","0.36","0.55","0.91","0.45","0.73","0.09","0.82","0.18",,
"GuemseAgamet",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.64","0.27","0.55","0.91","0.73","0.45","0.18","0.82","0.36",,
"Guroro",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","1","0.45","0.36","0.82","0.55","0.91","0.09","0.73","0.27",,
"Guya",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","1","0.36","0.45","0.82","0.55","0.91","0.09","0.73","0.27",,
"Habees",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.64","0.55","0.45","0.82","0.73","0.36","0.18","0.91","0.27",,
"Hadashtekli",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.73","0.36","0.45","0.91","0.55","0.64","0.09","0.82","0.27",,
"HadeAlga",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.73","0.82","0.64","0.45","0.55","0.27","0.18","0.91","0.36",,
"HadnetK",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.45","0.27","0.36","0.91","0.64","0.73","0.18","0.82","0.55",,
"HadnetS",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.64","0.27","0.45","0.82","0.73","0.55","0.18","0.91","0.36",,
"HadushAdi",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.73","0.45","0.36","0.82","0.64","0.55","0.18","0.91","0.27",,
"HadushHiwet",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.73","0.36","0.45","0.82","0.55","0.64","0.18","0.91","0.27",,
"HagereGenet",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.45","0.27","0.55","0.82","0.73","0.18","0.09","0.91","0.64",,
"HagereSelamE",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.55","0.27","0.36","0.82","0.73","0.18","0.09","0.91","0.64",,
"HagereSelamW",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.45","0.55","0.73","0.91","0.64","0.36","0.09","0.82","0.27",,
"Hangoda",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.64","0.27","0.45","0.82","0.73","0.55","0.18","0.91","0.36",,
"Hareko",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.45","0.55","0.73","0.91","0.64","0.18","0.09","0.82","0.36",,
"Hawelti",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.82","0.55","0.64","0.45","0.73","0.18","0.36","0.91","0.27",,
"Hayelom",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.18","0.64","0.27","0.45","1","0.73","0.55","0.09","0.82","0.36",,
"Hintsa",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.27","0.55","0.73","0.91","0.45","0.64","0.09","0.82","0.36",,
"HintsaWaza",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.27","0.55","0.73","0.91","0.45","0.64","0.09","0.82","0.36",,
"HizbaTeklehymanot",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.64","0.45","0.55","0.73","0.82","0.18","0.27","0.91","0.36",,
"ImbaRufael",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.64","0.36","0.45","0.91","0.55","0.73","0.09","0.82","0.18",,
"Jijqe",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.18","1","0.36","0.45","0.82","0.55","0.73","0.09","0.64","0.27",,
"JimanDeregeha",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.36","0.27","0.64","0.82","0.91","0.18","0.09","0.73","0.45",,
"Jira",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.73","0.64","0.45","0.91","0.82","0.36","0.09","0.55","0.18",,
"kabe",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.82","0.09","0.18","0.45","0.64","0.73","0.36","0.27","1","0.55",,
"Karima",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.27","0.45","0.91","0.82","0.18","0.09","0.73","0.55",,
"Keregna",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.82","0.09","0.18","0.45","0.64","0.73","0.36","0.27","1","0.55",,
"Kihen",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.45","0.27","0.36","0.91","0.64","0.73","0.18","0.82","0.55",,
"Kita",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.36","0.27","0.64","0.91","0.82","0.18","0.09","0.73","0.55",,
"Korme",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.36","0.55","0.45","0.82","0.73","0.27","0.09","0.91","0.64",,
"Ksadacki",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.73","0.55","0.18","0.64","0.36","0.91","0.09","0.82","0.45",,
"Kudo",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.64","0.27","0.45","0.91","0.55","0.73","0.09","0.82","0.36",,
"Kuluferha",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.55","0.73","0.09","0.82","0.18","0.91","0.27","0.64","0.36",,
"KuluGizeLemlem",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.45","0.36","0.55","0.91","0.73","0.27","0.09","0.82","0.64",,
"LaelayDayu",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.45","0.36","0.55","0.91","0.73","0.27","0.09","0.82","0.64",,
"Laelayhahaile",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.18","0.27","0.91","0.45","0.73","0.09","0.82","0.55",,
"LaelayMegariaTsemri",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.55","0.36","0.91","0.18","0.73","0.09","0.82","0.27",,
"Lalaylogomti",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.36","0.09","0.91","0.27","0.82","0.18","0.73","0.55",,
"Ledy",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.27","0.55","0.91","0.82","0.18","0.09","0.73","0.36",,
"Lemlem",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.27","0.55","0.73","0.91","0.36","0.64","0.09","0.82","0.45",,
"LemlemArena",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.36","0.55","0.73","0.91","0.64","0.18","0.09","0.82","0.45",,
"Libo ",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.27","0.18","0.64","0.82","0.91","0.36","0.09","0.73","0.45",,
"Limaat",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.45","0.36","0.55","0.91","0.73","0.18","0.09","0.82","0.64",,
"Limat",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.82","0.36","0.45","0.91","0.55","0.64","0.09","0.73","0.27",,
"Lul",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.55","0.27","0.36","0.91","0.73","0.18","0.09","0.82","0.64",,
"LusinaAbegeldi",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.27","0.36","0.64","0.82","0.91","0.18","0.09","0.73","0.45",,
"Maekelawi",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.36","0.82","0.18","0.27","1","0.55","0.64","0.09","0.73","0.45",,
"MaekelSegli",,,,,,,,,,,,,,,,,,,,,,,,,"0.91","0.09","1","0.36","0.27","0.64","0.55","0.82","0.18","0.73","0.45",,
"MahbereWeyni",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.55","0.27","0.36","0.91","0.73","0.64","0.09","0.82","0.45",,
"MariamShewito",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.64","0.55","0.09","0.91","0.18","0.82","0.27","0.73","0.36",,
"Martadios",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.36","0.18","0.64","0.82","0.91","0.27","0.09","0.73","0.45",,
"MayChekemte",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.45","0.73","0.27","0.18","0.91","0.36","0.64","0.09","0.82","0.55",,
"MayNebri",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.73","0.18","0.45","0.91","0.55","0.64","0.09","0.82","0.36",,
"Maysuru",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.45","0.55","0.91","0.18","0.73","0.09","0.82","0.27",,
"MayTeklia",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.18","0.36","0.55","0.82","0.91","0.45","0.64","0.09","0.73","0.27",,
"Mearey",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.36","0.64","0.27","0.73","0.91","0.45","0.55","0.09","0.82","0.18",,
"Mechare",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.82","0.73","0.64","0.36","0.55","0.18","0.27","0.91","0.45",,
"Mechena",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.27","0.36","0.64","0.82","0.91","0.18","0.09","0.73","0.45",,
"MehalGoncha",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.27","0.45","0.64","0.91","0.82","0.18","0.09","0.73","0.36",,
"Mekan ",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.09","0.73","0.45","0.55","0.64","0.82","0.18","0.27","0.91","0.36",,
"MekaneGenet",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.55","0.45","0.27","0.64","0.73","0.82","0.18","0.09","0.91","0.36",,
"Melabesh",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.55","0.27","0.36","0.73","0.82","0.18","0.09","0.91","0.45",,
"MendereMariam",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.64","0.36","0.18","0.55","0.82","0.91","0.27","0.09","0.73","0.45",,
"Menegobena",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.45","0.36","0.64","0.91","0.82","0.18","0.09","0.73","0.55",,
"Menji",,,,,,,,,,,,,,,,,,,,,,,,,"0.64","0.18","1","0.36","0.45","0.82","0.55","0.91","0.09","0.73","0.27",,
"Mergech",,,,,,,,,,,,,,,,,,,,,,,,,"1","0.27","0.45","0.36","0.64","0.91","0.82","0.18","0.09","0.73","0.55",,
