"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"Tahtayhaya","0.22","0.03","0.27","0.38","0.05","0.7","0.86","0.43","0.73","0.16","0.46","0.7","0.76","0.41","0.7","0.97","0.92","0.84","0.7","0.89","0.24","0.11","0.35","0.7","1","0.81","0.19","0.7","0.49","0.32","0.7","0.16","0.08","0.7","0.78","0.95","0.3"
"TahtayDaeroka","0.16","0.43","1","1","0.03","1","0.22","0.24","0.57","0.32","1","1","1","0.59","0.14","1","1","0.54","0.08","0.3","0.62","0.14","0.35","0.27","1","0.65","1","0.19","0.38","0.46","0.51","1","0.41","1","0.49","1","0.05"
"TahtayLegomti","1","0.08","1","1","0.16","1","1","0.11","1","1","1","1","1","1","1","1","1","0.27","0.03","1","1","0.05","1","0.32","1","1","1","0.19","1","1","0.22","1","0.24","1","0.3","1","0.14"
"TahtayMegariaTsebri","0.19","0.16","1","1","0.05","1","0.24","0.59","0.38","0.3","1","1","1","0.57","1","1","1","0.46","0.22","0.14","0.49","0.11","0.35","0.32","1","0.62","0.65","0.27","0.08","0.54","0.51","1","0.43","1","0.41","1","0.03"
"Tao","0.16","0.05","0.62","0.19","0.08","0.62","0.65","0.22","0.62","0.27","0.62","1","0.68","0.78","0.62","1","1","0.24","0.62","0.76","0.3","0.14","0.86","1","1","0.73","0.7","0.62","0.62","0.62","0.62","0.11","0.05","0.62","0.81","0.84","0.62"
"TaraGedam","1","1","1","1","0.05","1","1","1","1","1","1","1","1","1","0.08","1","1","1","1","1","1","0.03","1","1","0.11","1","1","1","1","1","1","1","1","1","1","1","1"
"TaraSenba","0.27","0.24","0.32","1","0.03","1","1","0.16","1","0.08","0.19","1","0.11","1","1","1","1","1","1","1","1","0.05","1","1","1","1","1","0.22","1","1","1","0.3","1","1","1","1","0.14"
"Tekea","0.32","0.03","0.51","0.84","0.05","0.78","0.3","0.7","0.73","0.65","0.49","0.54","0.16","0.35","1","1","0.76","0.57","0.43","0.22","0.38","0.19","0.46","0.65","1","0.81","0.41","0.65","0.92","0.86","0.68","0.11","0.08","0.89","0.27","0.24","0.14"
"Tekleweyni","1","0.03","1","1","1","1","0.22","0.05","1","0.11","0.27","1","1","1","1","1","1","1","1","0.24","0.19","0.14","1","0.16","1","1","1","1","1","1","0.3","1","0.08","1","1","1","1"
"Tetatiro","0.05","1","1","1","1","1","1","1","1","0.08","1","1","1","1","0.11","1","1","1","1","1","1","0.14","1","1","1","1","1","0.16","1","1","1","1","0.03","1","1","1","1"
"Tibaga","1","1","1","1","0.05","1","1","1","1","1","0.08","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Tigage","0.08","0.24","0.14","0.38","0.03","1","0.35","0.27","1","0.16","0.14","1","0.32","1","0.57","1","1","1","0.51","0.19","1","0.22","1","0.05","1","1","0.49","0.41","1","1","0.46","0.59","0.3","0.43","1","0.54","0.62"
"Tsae","0.41","0.03","1","1","0.11","1","1","0.08","1","0.38","1","1","1","0.24","0.08","1","1","0.43","0.19","0.14","0.27","0.16","1","0.3","1","1","1","0.32","1","1","0.35","0.49","0.46","1","0.51","1","0.22"
"Tsetsera","0.11","0.05","0.73","0.24","0.08","0.43","0.57","0.43","0.43","0.19","0.43","0.76","0.51","0.84","0.49","1","1","0.65","0.43","0.62","0.7","0.16","0.81","1","1","0.68","0.46","0.43","0.54","1","0.78","0.14","0.05","0.43","0.59","0.22","0.86"
"Tseykeme","1","0.05","1","1","1","1","1","0.03","1","0.08","1","1","1","1","1","1","1","0.22","1","0.11","0.24","0.19","1","1","1","1","1","1","1","1","0.16","1","0.14","1","1","1","1"
"Tsigea","0.27","0.05","0.46","0.19","0.08","0.89","0.24","0.68","0.86","0.16","0.51","0.3","0.59","0.57","0.86","0.97","0.92","0.62","0.49","0.22","0.35","0.11","0.54","0.86","1","0.73","0.32","0.86","0.65","0.38","0.86","0.16","0.03","0.95","0.43","0.7","0.41"
"Ulaga","0.14","0.05","0.32","0.19","0.11","0.68","0.3","0.24","0.68","0.27","0.68","0.92","0.73","0.84","0.68","1","0.78","0.22","0.43","0.76","0.38","0.08","0.7","1","1","0.86","0.35","0.68","0.68","0.68","0.68","0.16","0.03","0.68","0.81","0.41","0.89"
"Wargba","0.27","0.05","0.46","0.19","0.08","0.89","0.24","0.68","0.86","0.16","0.51","0.3","0.59","0.57","0.86","0.97","0.92","0.62","0.49","0.22","0.35","0.11","0.54","0.86","1","0.73","0.32","0.86","0.65","0.38","0.86","0.16","0.03","0.95","0.43","0.7","0.41"
"Wariba","1","0.16","1","1","0.03","1","1","1","1","0.27","0.08","1","0.14","1","0.19","1","1","1","1","1","1","0.11","1","1","1","1","0.22","0.24","1","1","1","1","1","1","1","0.08","0.3"
"Wedikeshi","0.05","0.38","1","1","1","1","0.16","0.11","1","0.3","1","1","1","1","1","1","1","1","1","0.27","1","0.03","0.35","0.32","1","1","1","0.08","0.22","1","0.24","1","0.14","1","1","1","0.19"
"Werabaye","0.22","0.03","0.27","0.38","0.05","0.7","0.86","0.43","0.73","0.16","0.46","0.7","0.76","0.41","0.7","0.97","0.92","0.84","0.7","0.89","0.24","0.11","0.35","0.7","1","0.81","0.19","0.7","0.49","0.32","0.7","0.16","0.08","0.7","0.78","0.95","0.3"
"Werkamba","1","0.11","1","1","0.22","1","1","0.08","1","0.16","1","1","1","0.08","1","1","1","0.38","0.35","0.19","0.27","0.03","1","0.14","1","1","0.24","0.49","1","1","0.41","0.3","0.46","1","0.43","0.32","1"
"Wobo","0.05","1","1","1","1","1","1","1","1","0.08","1","1","1","1","0.11","1","1","1","1","1","1","0.14","1","1","1","1","1","0.16","1","1","1","1","0.03","1","1","1","1"
"Wonberoch","0.27","0.24","0.32","1","0.03","1","1","0.16","1","0.08","0.19","1","0.11","1","1","1","1","1","1","1","1","0.05","1","1","1","1","1","0.22","1","1","1","0.3","1","1","1","1","0.14"
"Wondye","0.11","0.19","1","1","0.14","1","1","0.35","1","0.03","0.16","0.32","1","1","1","1","1","1","0.24","1","1","0.08","1","0.08","1","1","1","0.3","0.27","1","1","1","0.22","1","1","1","1"
"Worego","0.11","0.08","1","1","0.05","1","1","1","1","0.16","1","1","0.24","1","1","1","1","1","1","1","1","0.14","1","0.19","1","1","1","0.22","1","1","1","1","0.03","1","1","1","1"
"WorgajaWagi","0.22","0.3","1","1","0.03","1","1","0.11","1","0.05","1","1","0.14","1","1","1","1","1","1","1","1","0.08","1","1","1","1","0.32","0.19","0.24","1","1","1","0.16","1","1","1","0.27"
"WoryaMeskel","0.19","0.22","1","0.35","0.08","1","1","0.11","0.3","0.03","0.05","0.41","0.32","1","1","1","1","1","1","1","1","0.16","1","0.43","1","1","1","1","0.38","0.24","1","0.46","0.14","0.27","1","1","1"
"Woyenti","0.11","0.03","1","1","0.35","1","0.14","0.16","1","0.41","1","1","1","1","1","1","1","0.3","0.22","0.38","1","0.08","0.43","0.46","1","1","1","0.19","0.27","0.49","0.32","1","0.24","1","1","1","0.08"
"Woynye","0.11","0.08","1","1","0.05","1","1","1","1","0.16","1","1","0.24","1","1","1","1","1","1","1","1","0.14","1","0.19","1","1","1","0.22","1","1","1","1","0.03","1","1","1","1"
"WuhdetG","0.22","0.03","1","0.51","0.14","1","0.11","0.35","0.16","0.49","0.43","1","0.86","0.24","0.46","0.78","0.84","0.57","0.32","0.08","0.41","0.38","0.27","0.19","1","0.73","0.7","0.54","0.3","0.59","0.68","0.65","0.81","0.62","1","0.76","0.05"
"WuhdetK","1","0.22","1","1","0.03","1","0.3","0.16","0.32","0.24","1","0.57","1","0.38","0.19","1","1","0.54","0.51","0.11","0.08","0.05","0.59","0.14","1","1","0.27","0.46","1","1","0.49","0.43","1","1","1","0.35","0.41"
"WushaTires","1","1","1","1","0.05","1","1","1","1","1","0.08","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Yedwuha","0.08","0.24","1","1","0.03","1","1","0.19","1","0.11","1","1","1","1","0.3","1","1","1","1","0.27","1","0.14","1","0.16","1","1","1","0.22","1","1","1","1","0.05","1","1","1","1"
"Yeju","0.11","1","1","1","1","1","1","1","1","0.05","1","1","1","1","1","1","1","1","0.14","1","1","1","1","1","1","1","0.08","1","1","1","1","1","0.03","1","1","1","1"
"Yetefet","0.14","0.19","1","1","0.11","1","1","0.24","1","0.03","0.08","0.41","1","1","1","1","1","1","0.35","0.38","1","0.16","1","0.08","1","1","1","0.32","0.27","1","1","0.3","0.22","1","1","1","1"
"YifagAkababi","1","1","1","1","0.05","1","1","1","1","1","0.08","1","1","1","1","1","1","1","1","1","1","0.03","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"Yitihana","0.05","0.08","1","1","0.14","1","1","1","1","0.11","1","1","1","1","1","1","1","1","1","0.22","1","0.19","1","0.24","1","1","1","0.16","1","1","1","1","0.03","1","1","1","1"
"Zata","0.11","0.05","0.73","0.22","0.08","0.43","0.76","0.43","1","0.14","0.43","1","0.49","0.68","0.81","1","1","0.62","0.43","1","0.54","0.16","0.78","1","1","0.57","0.19","0.43","0.51","0.43","0.7","0.46","0.05","0.43","0.59","0.43","0.65"
"Ziha","1","0.03","1","1","0.08","1","1","1","1","0.14","1","1","0.11","1","0.16","1","1","1","1","1","0.24","0.05","1","1","1","1","1","0.19","1","1","1","0.27","1","1","1","1","0.22"
"ZihonHuha","0.19","0.22","1","0.14","0.16","1","1","0.32","0.41","0.03","0.11","1","0.38","1","1","1","1","1","1","0.43","1","0.24","1","0.05","1","1","1","1","0.35","0.3","1","0.27","0.08","1","1","1","1"
"ZobarYikuanda","0.19","0.22","1","0.35","0.08","1","1","0.11","0.3","0.03","0.05","0.41","0.32","1","1","1","1","1","1","1","1","0.16","1","0.43","1","1","1","1","0.38","0.24","1","0.46","0.14","0.27","1","1","1"
"Zongi","1","0.08","1","1","0.3","1","1","0.11","1","0.27","1","1","1","1","0.05","1","1","0.38","0.05","0.16","1","0.14","1","0.19","1","1","1","0.22","1","1","0.35","1","0.24","1","1","1","0.32"
