"","ARC_Index","CHIRPDK","TAMSAT3","ENACTSDK","ARC","MIXEDVEGg","SWI-15","MIXEDET","AVE"
"Debreselam",1,0.555555555555556,0.555555555555556,0.555555555555556,1,0.222222222222222,0.111111111111111,0.333333333333333,0.476190476190476
"Debrinetseb",1,0.666666666666667,0.833333333333333,0.333333333333333,1,0.333333333333333,0.166666666666667,0.5,0.547619047619048
"Dekera",1,0.555555555555556,0.444444444444444,0.222222222222222,1,0.111111111111111,0.111111111111111,0.222222222222222,0.380952380952381
"DembezaAmbaLay",1,0.555555555555556,0.444444444444444,0.444444444444444,1,0.222222222222222,0.111111111111111,0.111111111111111,0.412698412698413
"Derit",1,0.222222222222222,0.555555555555556,0.555555555555556,1,0.444444444444444,0,0.444444444444444,0.46031746031746
"Derita",1,0.333333333333333,0.444444444444444,0.333333333333333,1,0.555555555555556,0,0.222222222222222,0.412698412698413
"Dinkashena",,,,,,,,,-0.142857142857143
"Ebo",,,,,,,,,-0.142857142857143
"Edagaarbi",1,0.555555555555556,0.666666666666667,0.222222222222222,1,0,0.222222222222222,0.111111111111111,0.396825396825397
"EmbaAhfrom",,,,,,,,,-0.142857142857143
"EmbachekoGunaguna",1,0.444444444444444,0.666666666666667,0.777777777777778,1,0.555555555555556,0,0.111111111111111,0.507936507936508
"EndaBagerima",1,0.777777777777778,0.333333333333333,0.333333333333333,1,0.222222222222222,0,0.222222222222222,0.412698412698413
"Endabano",1,0.444444444444444,0.555555555555556,0.444444444444444,1,0.333333333333333,0.111111111111111,0.333333333333333,0.46031746031746
"Endachiwa",1,0.555555555555556,0.666666666666667,0.333333333333333,1,0.222222222222222,0.111111111111111,0.333333333333333,0.46031746031746
"EndaFelasi",1,0.555555555555556,0.444444444444444,0.333333333333333,1,0.333333333333333,0.111111111111111,0.333333333333333,0.444444444444444
"Endagahamus",1,0.444444444444444,0.555555555555556,0.444444444444444,1,0.555555555555556,0.111111111111111,0.333333333333333,0.492063492063492
"Endamariam",1,0.666666666666667,0.777777777777778,0.333333333333333,1,0.111111111111111,0.111111111111111,0.111111111111111,0.444444444444444
"Erba",,,,,,,,,-0.142857142857143
"Esiret",1,0.555555555555556,0.555555555555556,0.333333333333333,1,0.444444444444444,0,0.444444444444444,0.476190476190476
"Estifanos",1,0.666666666666667,0.777777777777778,0.111111111111111,1,0.333333333333333,0,0.333333333333333,0.46031746031746
"Fala",,,,,,,,,-0.142857142857143
"Felegehiwot",1,0.333333333333333,0.444444444444444,0.333333333333333,1,0.333333333333333,0,0.222222222222222,0.380952380952381
"FelegeWayane",1,0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,0,0.222222222222222,0.365079365079365
"FikreAlem",1,0.444444444444444,0.333333333333333,0.333333333333333,1,0.555555555555556,0,0.111111111111111,0.396825396825397
"Filatako",1,0.222222222222222,0.444444444444444,0.444444444444444,1,0.333333333333333,0,0.444444444444444,0.412698412698413
"Gebsit",1,0.444444444444444,0.555555555555556,0.555555555555556,1,0.333333333333333,0.111111111111111,0.222222222222222,0.46031746031746
"Gedayasu",1,0.444444444444444,0.555555555555556,0.555555555555556,1,0.111111111111111,0.111111111111111,0.333333333333333,0.444444444444444
"GelaMatebiya",1,0.333333333333333,0.666666666666667,0.666666666666667,1,0.555555555555556,0,0,0.46031746031746
"Gendebta",1,0.777777777777778,0.555555555555556,0.222222222222222,1,0.111111111111111,0,0.222222222222222,0.412698412698413
"Geneti",,,,,,,,,-0.142857142857143
"Genfel",1,0.333333333333333,0.111111111111111,0.333333333333333,1,0.222222222222222,0,0.111111111111111,0.301587301587302
"Gera",1,0.555555555555556,0.555555555555556,0.444444444444444,1,0.333333333333333,0.111111111111111,0.444444444444444,0.492063492063492
"Gerjale",,,,,,,,,-0.142857142857143
"GetskiMilesiley",1,0.333333333333333,0.333333333333333,0.222222222222222,1,0.111111111111111,0.111111111111111,0.444444444444444,0.365079365079365
"Gijet",1,0.555555555555556,0.555555555555556,0.444444444444444,1,0.222222222222222,0,0.333333333333333,0.444444444444444
"Ginaza",1,0.333333333333333,0.555555555555556,0.222222222222222,1,0.333333333333333,0,0.111111111111111,0.365079365079365
"Golgolemalee",1,0.333333333333333,0.222222222222222,0.333333333333333,1,0.111111111111111,0,0.222222222222222,0.317460317460317
"Goshedur",1,0.333333333333333,0.444444444444444,0.222222222222222,1,0.333333333333333,0,0.222222222222222,0.365079365079365
"Goza",1,0.555555555555556,0.777777777777778,0.222222222222222,1,0.333333333333333,0.111111111111111,0.111111111111111,0.444444444444444
"Grwre",1,0.555555555555556,0.555555555555556,0.444444444444444,1,0.333333333333333,0.111111111111111,0.444444444444444,0.492063492063492
"GuemseAgamet",,,,,,,,,-0.142857142857143
"Guroro",1,0.666666666666667,0.833333333333333,0.666666666666667,1,0.333333333333333,0.166666666666667,0.5,0.595238095238095
"Guya",1,0.555555555555556,0.666666666666667,0.333333333333333,1,0.111111111111111,0.111111111111111,0.555555555555556,0.476190476190476
"Habees",1,0.222222222222222,0.111111111111111,0.222222222222222,1,0.111111111111111,0,0.111111111111111,0.253968253968254
"Hadashtekli",1,0.333333333333333,0.555555555555556,0.333333333333333,1,0.222222222222222,0.111111111111111,0.333333333333333,0.412698412698413
"HadeAlga",,,,,,,,,-0.142857142857143
"HadnetK",1,0.111111111111111,0.222222222222222,0.333333333333333,1,0.333333333333333,0,0.222222222222222,0.317460317460317
"HadnetS",,,,,,,,,-0.142857142857143
"HadushAdi",,,,,,,,,-0.142857142857143
"HadushHiwet",,,,,,,,,-0.142857142857143
"HagereGenet",1,0.333333333333333,0.444444444444444,0.444444444444444,1,0.333333333333333,0,0.222222222222222,0.396825396825397
"HagereSelamE",1,0.666666666666667,0.666666666666667,0.555555555555556,1,0.333333333333333,0.111111111111111,0.222222222222222,0.507936507936508
"HagereSelamW",1,0.222222222222222,0.444444444444444,0.444444444444444,1,0.444444444444444,0.111111111111111,0.444444444444444,0.444444444444444
"Hangoda",,,,,,,,,-0.142857142857143
"Hareko",1,0.444444444444444,0.555555555555556,0.555555555555556,1,0.666666666666667,0.111111111111111,0,0.476190476190476
"Hawelti",,,,,,,,,-0.142857142857143
"Hayelom",1,0.222222222222222,0.222222222222222,0.444444444444444,1,0.222222222222222,0,0.333333333333333,0.349206349206349
"Hintsa",1,0.555555555555556,0.444444444444444,0.333333333333333,1,0.222222222222222,0.111111111111111,0.333333333333333,0.428571428571429
"HintsaWaza",1,0.555555555555556,0.444444444444444,0.333333333333333,1,0.222222222222222,0.111111111111111,0.333333333333333,0.428571428571429
"HizbaTeklehymanot",,,,,,,,,-0.142857142857143
"ImbaRufael",1,0.666666666666667,0.444444444444444,0.333333333333333,1,0.333333333333333,0.111111111111111,0.444444444444444,0.476190476190476
"Jijqe",1,0.666666666666667,0.555555555555556,0.444444444444444,1,0.333333333333333,0.222222222222222,0.444444444444444,0.523809523809524
"JimanDeregeha",1,0.333333333333333,0.444444444444444,0.444444444444444,1,0.222222222222222,0,0.222222222222222,0.380952380952381
"Jira",1,0.222222222222222,0.555555555555556,0.333333333333333,1,0.333333333333333,0.111111111111111,0.666666666666667,0.46031746031746
"kabe",1,0.222222222222222,0.666666666666667,0.444444444444444,1,0.333333333333333,0,0.555555555555556,0.46031746031746
"Karima",1,0.222222222222222,0.666666666666667,0.666666666666667,1,0.222222222222222,0.111111111111111,0.111111111111111,0.428571428571429
"Keregna",1,0.222222222222222,0.444444444444444,0.333333333333333,1,0.111111111111111,0.111111111111111,0.222222222222222,0.349206349206349
"Kihen",1,0.222222222222222,0.333333333333333,0.333333333333333,1,0.333333333333333,0.111111111111111,0.222222222222222,0.365079365079365
"Kita",1,0.666666666666667,0.333333333333333,0.222222222222222,1,0.444444444444444,0.222222222222222,0,0.412698412698413
"Korme",,,,,,,,,-0.142857142857143
"Ksadacki",1,0.666666666666667,0.555555555555556,0.333333333333333,1,0.222222222222222,0.111111111111111,0.666666666666667,0.507936507936508
"Kudo",,,,,,,,,-0.142857142857143
"Kuluferha",1,0.222222222222222,0.666666666666667,0.333333333333333,1,0.444444444444444,0,0.555555555555556,0.46031746031746
"KuluGizeLemlem",,,,,,,,,-0.142857142857143
"LaelayDayu",,,,,,,,,-0.142857142857143
"Laelayhahaile",,,,,,,,,-0.142857142857143
"LaelayMegariaTsemri",1,0.555555555555556,0.555555555555556,0.333333333333333,1,0.222222222222222,0.222222222222222,0.222222222222222,0.444444444444444
"Lalaylogomti",1,0.555555555555556,0.555555555555556,0.222222222222222,1,0.333333333333333,0.111111111111111,0.333333333333333,0.444444444444444
"Ledy",1,0.375,0.625,0.375,1,0.25,0,0.25,0.410714285714286
"Lemlem",1,0.666666666666667,0.444444444444444,0.333333333333333,1,0.222222222222222,0.222222222222222,0.222222222222222,0.444444444444444
"LemlemArena",1,0.444444444444444,0.555555555555556,0.444444444444444,1,0.333333333333333,0.111111111111111,0.111111111111111,0.428571428571429
"Libo ",1,0.333333333333333,0.444444444444444,0.222222222222222,1,0.222222222222222,0.111111111111111,0.333333333333333,0.380952380952381
"Limaat",,,,,,,,,-0.142857142857143
"Limat",1,0.222222222222222,0.444444444444444,0.333333333333333,1,0.111111111111111,0.111111111111111,0.444444444444444,0.380952380952381
"Lul",1,0.666666666666667,0.555555555555556,0.666666666666667,1,0.333333333333333,0.111111111111111,0.333333333333333,0.523809523809524
"LusinaAbegeldi",1,0.333333333333333,0.666666666666667,0.777777777777778,1,0.444444444444444,0,0.111111111111111,0.476190476190476
"Maekelawi",1,0.444444444444444,0.555555555555556,0.444444444444444,1,0.555555555555556,0.111111111111111,0.333333333333333,0.492063492063492
"MaekelSegli",1,0.555555555555556,0.555555555555556,0.555555555555556,1,0.222222222222222,0.111111111111111,0.444444444444444,0.492063492063492
"MahbereWeyni",1,0.111111111111111,0.333333333333333,0.222222222222222,1,0.444444444444444,0,0.222222222222222,0.333333333333333
"MariamShewito",1,0.777777777777778,0.444444444444444,0.222222222222222,1,0.222222222222222,0,0.222222222222222,0.412698412698413
"Martadios",1,0.444444444444444,0.666666666666667,0.222222222222222,1,0.444444444444444,0.111111111111111,0.333333333333333,0.46031746031746
"MayChekemte",1,0.666666666666667,0.333333333333333,0.222222222222222,1,0.111111111111111,0.111111111111111,0.222222222222222,0.380952380952381
"MayNebri",1,0.444444444444444,0.444444444444444,0.444444444444444,1,0.222222222222222,0.111111111111111,0.222222222222222,0.412698412698413
"Maysuru",1,0.666666666666667,0.666666666666667,0.222222222222222,1,0.222222222222222,0.111111111111111,0.111111111111111,0.428571428571429
"MayTeklia",1,0.444444444444444,0.555555555555556,0.333333333333333,1,0.333333333333333,0.111111111111111,0.333333333333333,0.444444444444444
"Mearey",1,0.555555555555556,0.555555555555556,0.444444444444444,1,0.222222222222222,0.222222222222222,0.333333333333333,0.476190476190476
"Mechare",,,,,,,,,-0.142857142857143
"Mechena",1,0.555555555555556,0.666666666666667,0.555555555555556,1,0.333333333333333,0.111111111111111,0.222222222222222,0.492063492063492
"MehalGoncha",1,0.222222222222222,0.555555555555556,0.333333333333333,1,0.444444444444444,0,0.222222222222222,0.396825396825397
"Mekan ",,,,,,,,,-0.142857142857143
"MekaneGenet",1,0.222222222222222,0.333333333333333,0.333333333333333,1,0.222222222222222,0,0.111111111111111,0.317460317460317
"Melabesh",1,0.666666666666667,0.555555555555556,0.555555555555556,1,0.333333333333333,0.111111111111111,0.222222222222222,0.492063492063492
"MendereMariam",1,0.555555555555556,0.555555555555556,0.222222222222222,1,0.444444444444444,0,0.333333333333333,0.444444444444444
"Menegobena",1,0.333333333333333,0.666666666666667,0.666666666666667,1,0.222222222222222,0.111111111111111,0.111111111111111,0.444444444444444
"Menji",1,0.444444444444444,0.666666666666667,0.222222222222222,1,0,0,0.555555555555556,0.412698412698413
"Mergech",1,0.333333333333333,0.666666666666667,0.5,1,0.333333333333333,0.166666666666667,0.166666666666667,0.452380952380952
"Mesanu",1,0.111111111111111,0.222222222222222,0.222222222222222,1,0.333333333333333,0,0.222222222222222,0.301587301587302
"Mesehle",1,0.666666666666667,0.555555555555556,0.555555555555556,1,0.222222222222222,0,0.444444444444444,0.492063492063492
"Meswaeti ",,,,,,,,,-0.142857142857143
"Metkel",1,0.333333333333333,0.444444444444444,0.555555555555556,1,0.444444444444444,0,0.444444444444444,0.46031746031746
"MetkelLemat",1,0.444444444444444,0.444444444444444,0.333333333333333,1,0.222222222222222,0.111111111111111,0.222222222222222,0.396825396825397
"Mezbr",1,0.888888888888889,0.555555555555556,0.333333333333333,1,0.333333333333333,0.111111111111111,0.222222222222222,0.492063492063492
"MichelDebre",1,0.555555555555556,0.555555555555556,0.444444444444444,1,0.333333333333333,0,0.333333333333333,0.46031746031746
"Miraf",1,0.444444444444444,0.666666666666667,0.666666666666667,1,0.333333333333333,0.111111111111111,0.111111111111111,0.476190476190476
"Misema",1,0.666666666666667,0.777777777777778,0.555555555555556,1,0.333333333333333,0,0.555555555555556,0.555555555555556
"Mitad",1,0.555555555555556,0.444444444444444,0.333333333333333,1,0.555555555555556,0,0.222222222222222,0.444444444444444
"MitinaYimach",1,0.444444444444444,0.666666666666667,0.444444444444444,1,0.333333333333333,0.111111111111111,0.222222222222222,0.46031746031746
"Mozen",1,0.333333333333333,0.777777777777778,0.666666666666667,1,0.222222222222222,0.111111111111111,0.111111111111111,0.46031746031746
"Mozutey",1,0.333333333333333,0.222222222222222,0.222222222222222,1,0.333333333333333,0.111111111111111,0.444444444444444,0.380952380952381
"Mtsaiwerki",1,0.555555555555556,0.555555555555556,0.222222222222222,1,0.222222222222222,0.111111111111111,0.555555555555556,0.46031746031746
"Nagash",1,0.222222222222222,0.111111111111111,0.555555555555556,1,0.333333333333333,0,0.111111111111111,0.333333333333333
"Nebarhadinet",1,0.444444444444444,0.555555555555556,0.555555555555556,1,0.222222222222222,0.222222222222222,0.222222222222222,0.46031746031746
"Nefasit",1,0.666666666666667,0.666666666666667,0.222222222222222,1,0.222222222222222,0,0.555555555555556,0.476190476190476
"Negedebrhan",1,0.555555555555556,0.444444444444444,0.333333333333333,1,0.222222222222222,0,0.555555555555556,0.444444444444444
"Niquara",1,0.444444444444444,0.555555555555556,0.666666666666667,1,0.222222222222222,0.222222222222222,0,0.444444444444444
"Qoraro",1,0.666666666666667,0.222222222222222,0.444444444444444,1,0.333333333333333,0.111111111111111,0.333333333333333,0.444444444444444
"RubaFelege",1,0.333333333333333,0.222222222222222,0.333333333333333,1,0.333333333333333,0,0.222222222222222,0.349206349206349
"Santa gelebeda",1,0.444444444444444,0.666666666666667,0.555555555555556,1,0.222222222222222,0,0.333333333333333,0.46031746031746
"SaratYerawoch",1,0.333333333333333,0.222222222222222,0.222222222222222,1,0.333333333333333,0,0.111111111111111,0.317460317460317
"Sefo",,,,,,,,,-0.142857142857143
"Segena",1,0.333333333333333,0.222222222222222,0.222222222222222,1,0.333333333333333,0,0.111111111111111,0.317460317460317
"Seka",1,0.666666666666667,0.666666666666667,0.333333333333333,1,0.222222222222222,0.111111111111111,0.666666666666667,0.523809523809524
"Selamaya",1,0.111111111111111,0.333333333333333,0.444444444444444,1,0.555555555555556,0,0,0.349206349206349
"SelamBekalsi",,,,,,,,,-0.142857142857143
"Selamber",1,0.666666666666667,0,0.666666666666667,1,0.222222222222222,0.111111111111111,0.222222222222222,0.412698412698413
"SelamgieAmbarie",1,0.222222222222222,0.444444444444444,0.444444444444444,1,0.555555555555556,0,0.222222222222222,0.412698412698413
"SelamH",,,,,,,,,-0.142857142857143
"SelamW",1,0.555555555555556,0.444444444444444,0.222222222222222,1,0.444444444444444,0.111111111111111,0.333333333333333,0.444444444444444
"Selelkula",1,0.444444444444444,0.666666666666667,0.444444444444444,1,0.333333333333333,0.111111111111111,0.111111111111111,0.444444444444444
"SelenWuha",,,,,,,,,-0.142857142857143
"Seloda",1,0.666666666666667,0.444444444444444,0.333333333333333,1,0.222222222222222,0,0.333333333333333,0.428571428571429
"Sendada",,,,,,,,,-0.142857142857143
"Serawudi",1,0.444444444444444,0.666666666666667,0.222222222222222,1,0.333333333333333,0.111111111111111,0.333333333333333,0.444444444444444
"Seret",,,,,,,,,-0.142857142857143
"Sero",1,0.666666666666667,0.666666666666667,0.222222222222222,1,0.222222222222222,0.222222222222222,0.111111111111111,0.444444444444444
"Shamo",1,0.666666666666667,0.777777777777778,0.111111111111111,1,0.222222222222222,0,0.333333333333333,0.444444444444444
"ShehochTehara",1,0.333333333333333,0.444444444444444,0.111111111111111,1,0.222222222222222,0,0.111111111111111,0.317460317460317
"Shekatekli",1,0.333333333333333,0.555555555555556,0.555555555555556,1,0.111111111111111,0.111111111111111,0.333333333333333,0.428571428571429
"Shunge",1,0.333333333333333,0.333333333333333,0.444444444444444,1,0.555555555555556,0,0,0.380952380952381
"Simret",1,0.666666666666667,0.555555555555556,0.222222222222222,1,0.222222222222222,0.222222222222222,0.222222222222222,0.444444444444444
"SimretS",,,,,,,,,-0.142857142857143
"SimretT",1,0.666666666666667,0.777777777777778,0.555555555555556,1,0.666666666666667,0.222222222222222,0.444444444444444,0.619047619047619
"Sinkata",,,,,,,,,-0.142857142857143
"Siye",1,0.555555555555556,0.666666666666667,0.555555555555556,1,0.444444444444444,0.111111111111111,0.444444444444444,0.53968253968254
"Smret",1,0.625,0.625,0.375,1,0.125,0,0.5,0.464285714285714
"Sorya",,,,,,,,,-0.142857142857143
"Suha",1,0.333333333333333,0.666666666666667,0.5,1,0.166666666666667,0.166666666666667,0.166666666666667,0.428571428571429
"Tahtayhaya",,,,,,,,,-0.142857142857143
"TahtayDaeroka",1,0.555555555555556,0.555555555555556,0.222222222222222,1,0.111111111111111,0.111111111111111,0.222222222222222,0.396825396825397
"TahtayLegomti",1,0.555555555555556,0.555555555555556,0.111111111111111,1,0.222222222222222,0.111111111111111,0.333333333333333,0.412698412698413
"TahtayMegariaTsebri",1,0.555555555555556,0.555555555555556,0.333333333333333,1,0.333333333333333,0.222222222222222,0.222222222222222,0.46031746031746
"Tao",,,,,,,,,-0.142857142857143
"TaraGedam",1,0.444444444444444,0.555555555555556,0.222222222222222,1,0.444444444444444,0,0.222222222222222,0.412698412698413
"TaraSenba",1,0.333333333333333,0.555555555555556,0.333333333333333,1,0.444444444444444,0,0.111111111111111,0.396825396825397
"Tekea",,,,,,,,,-0.142857142857143
"Tekleweyni",1,0.555555555555556,0.555555555555556,0.444444444444444,1,0.444444444444444,0.111111111111111,0.444444444444444,0.507936507936508
"Tetatiro",1,0.428571428571429,0.857142857142857,0.714285714285714,1,0.142857142857143,0,0.142857142857143,0.469387755102041
"Tibaga",1,0.444444444444444,0.555555555555556,0.222222222222222,1,0.111111111111111,0.111111111111111,0.111111111111111,0.365079365079365
"Tigage",1,0.555555555555556,0.444444444444444,0.222222222222222,1,0.333333333333333,0.222222222222222,0.111111111111111,0.412698412698413
"Tsae",1,0.555555555555556,0.555555555555556,0.333333333333333,1,0.222222222222222,0,0.333333333333333,0.428571428571429
"Tsetsera",,,,,,,,,-0.142857142857143
"Tseykeme",1,0.222222222222222,0.555555555555556,0.333333333333333,1,0.444444444444444,0.111111111111111,0.333333333333333,0.428571428571429
"Tsigea",,,,,,,,,-0.142857142857143
"Ulaga",,,,,,,,,-0.142857142857143
"Wargba",,,,,,,,,-0.142857142857143
