"","1983-1976","1984-1977","1985-1978","1986-1979","1987-1980","1988-1981","1989-1982","1990-1983","1991-1984","1992-1985","1993-1986","1994-1987","1995-1988","1996-1989","1997-1990","1998-1991","1999-1992","2000-1993","2001-1994","2002-1995","2003-1996","2004-1997","2005-1998","2006-1999","2007-2000","2008-2001","2009-2002","2010-2003","2011-2004","2012-2005","2013-2006","2014-2007","2015-2008","2016-2009","2017-2010","2018-2011","2019-2012"
"Adibearj","0.27","0.03","0.68","0.46","0.78","0.32","0.73","0.51","0.08","0.14","0.49","0.54","0.59","0.86","1","0.05","0.3","0.57","0.95","0.22","0.16","0.65","0.35","0.41","0.84","0.38","0.19","0.11","0.62","0.81","0.43","0.76","0.24","0.89","0.92","0.7","0.97"
"AdiHa","0.08","0.3","0.59","0.89","0.76","0.03","0.81","0.68","0.19","0.41","0.73","0.84","0.57","1","0.95","0.22","0.51","0.65","0.97","0.62","0.16","0.32","0.43","0.46","0.78","0.24","0.05","0.14","0.7","0.38","0.35","0.54","0.49","0.27","0.86","0.11","0.92"
"AdiKisandid","0.38","0.86","0.76","1","0.59","0.22","0.51","0.73","0.35","0.68","0.81","0.32","0.08","0.84","0.92","0.05","0.03","0.78","0.95","0.3","0.16","0.41","0.14","0.24","0.97","0.49","0.19","0.43","0.57","0.62","0.89","0.46","0.11","0.54","0.27","0.65","0.7"
"Adisalem","0.22","0.43","0.41","0.97","0.16","0.57","0.54","0.95","0.59","0.14","0.08","0.3","0.65","0.92","0.89","0.32","0.68","0.73","0.84","0.03","0.78","0.51","0.7","0.27","1","0.35","0.62","0.19","0.24","0.49","0.46","0.05","0.11","0.81","0.38","0.86","0.76"
"AdisAlemS","0.08","0.22","0.38","0.95","0.62","0.05","0.41","0.49","0.16","0.27","0.32","0.76","0.57","0.97","0.92","0.19","0.14","0.3","1","0.68","0.11","0.24","0.51","0.59","0.7","0.35","0.03","0.54","0.89","0.81","0.84","0.86","0.65","0.46","0.73","0.43","0.78"
"AdisAlemW","0.19","0.41","0.38","0.97","0.7","0.22","0.49","0.43","0.05","0.54","0.73","0.89","0.24","0.95","0.92","0.68","0.35","0.78","1","0.62","0.3","0.27","0.59","0.32","0.81","0.08","0.03","0.51","0.11","0.46","0.76","0.16","0.65","0.86","0.84","0.14","0.57"
"Adiselam","0.11","0.08","0.46","0.78","0.68","0.05","0.59","0.49","0.19","0.35","0.43","0.57","0.27","0.89","0.92","0.14","0.32","0.3","0.95","0.22","0.16","0.41","0.51","0.65","0.73","0.81","0.03","0.84","0.54","0.38","0.76","1","0.62","0.7","0.86","0.24","0.97"
"Adishimbirkti","0.84","0.97","0.7","0.73","0.65","0.57","0.3","0.24","0.59","0.32","0.49","0.51","0.05","0.92","0.95","0.38","0.54","0.19","0.78","0.41","0.27","0.89","0.86","0.35","1","0.08","0.62","0.03","0.43","0.81","0.76","0.16","0.46","0.22","0.14","0.68","0.11"
"AdisKigni","0.32","0.65","0.54","0.27","0.49","0.73","0.57","0.89","0.46","0.19","0.41","0.14","0.38","0.86","0.78","0.3","0.62","0.24","0.7","0.16","0.81","0.22","0.68","0.59","0.97","0.03","0.05","0.51","0.11","0.76","0.08","0.35","0.43","0.92","0.95","0.84","1"
"Adiyikoro","0.05","0.38","0.35","0.92","0.65","0.24","0.59","0.62","0.03","0.51","0.76","0.11","0.46","1","0.97","0.41","0.43","0.49","0.95","0.19","0.14","0.7","0.27","0.81","0.89","0.73","0.08","0.22","0.54","0.57","0.84","0.86","0.32","0.3","0.68","0.16","0.78"
"Adizata","0.05","0.22","0.46","0.81","0.62","0.14","0.43","0.65","0.03","0.38","0.73","0.11","0.49","0.97","1","0.24","0.41","0.57","0.95","0.08","0.3","0.27","0.32","0.84","0.86","0.76","0.16","0.19","0.89","0.59","0.7","0.68","0.35","0.51","0.78","0.54","0.92"
"Adreb","0.08","0.03","0.76","0.51","0.92","0.49","0.78","0.59","0.14","0.43","0.41","0.24","0.19","0.95","0.97","0.32","0.54","0.38","1","0.22","0.35","0.57","0.65","0.27","0.81","0.46","0.05","0.62","0.11","0.16","0.7","0.86","0.73","0.89","0.84","0.3","0.68"
"AgazenMeda","0.08","0.78","0.49","0.89","0.41","0.54","0.27","0.62","0.65","0.11","0.19","0.57","0.46","0.92","0.84","0.51","0.35","0.24","0.95","0.43","0.68","0.32","0.14","0.16","1","0.81","0.05","0.03","0.76","0.22","0.3","0.59","0.38","0.7","0.73","0.86","0.97"
"Agazi","0.08","0.81","0.78","1","0.24","0.05","0.57","0.51","0.32","0.14","0.62","0.84","0.11","0.68","0.92","0.3","0.22","0.38","0.97","0.41","0.76","0.03","0.43","0.27","0.89","0.16","0.19","0.35","0.7","0.65","0.95","0.54","0.46","0.73","0.59","0.86","0.49"
"Agbe","0.11","0.16","0.27","0.92","0.59","0.08","0.46","0.35","0.43","0.32","0.62","0.86","0.54","1","0.89","0.49","0.22","0.41","0.95","0.68","0.3","0.51","0.78","0.14","0.81","0.84","0.03","0.05","0.65","0.19","0.7","0.73","0.38","0.76","0.57","0.24","0.97"
"Agela","0.54","0.32","0.51","0.65","0.81","0.16","0.62","0.14","0.08","0.38","0.24","0.89","0.05","0.43","0.7","0.78","0.46","0.27","0.59","0.76","0.22","0.35","0.11","0.95","0.92","0.86","0.03","0.57","0.97","0.41","0.3","0.84","0.68","0.19","0.49","0.73","1"
"Agid","0.14","0.22","0.92","1","0.89","0.49","0.86","0.35","0.46","0.59","0.62","0.76","0.68","0.81","0.78","0.51","0.3","0.27","0.95","0.97","0.73","0.54","0.32","0.57","0.84","0.7","0.08","0.43","0.38","0.16","0.03","0.41","0.24","0.05","0.19","0.11","0.65"
"AlemeTesfa","0.08","0.76","0.28","0.96","0.12","0.44","0.6","0.52","0.72","0.04","0.36","0.24","0.56","0.84","0.92","0.48","0.68","0.64","0.8","0.4","0.88","0.16","0.2","0.32","1",,,,,,,,,,,,
"AmdiWeyane","0.08","0.46","0.41","1","0.35","0.05","0.51","0.59","0.14","0.11","0.16","0.76","0.38","0.95","0.92","0.19","0.32","0.27","0.97","0.86","0.22","0.24","0.57","0.3","0.43","0.68","0.03","0.54","0.84","0.73","0.65","0.78","0.7","0.62","0.81","0.49","0.89"
"Amedwuha","0.16","0.78","0.76","0.86","0.65","0.03","0.32","0.51","0.46","0.49","0.57","0.41","0.43","0.95","0.89","0.27","0.3","0.19","0.62","0.14","0.73","0.22","0.92","0.59","0.68","0.08","0.05","0.24","1","0.84","0.97","0.54","0.38","0.35","0.81","0.11","0.7"
"Ameno","0.03","0.84","0.54","0.59","0.57","0.05","0.68","0.3","0.14","0.41","0.32","0.62","0.24","0.65","0.73","0.35","0.16","0.22","0.7","0.89","0.19","0.27","0.08","0.49","0.43","1","0.11","0.81","0.97","0.46","0.76","0.92","0.95","0.51","0.78","0.38","0.86"
"Amisetya","0.19","0.76","0.46","0.95","0.16","0.3","0.62","0.81","0.84","0.32","0.22","0.51","0.38","0.89","0.92","0.68","0.7","0.57","0.97","0.49","0.65","0.24","0.43","0.73","1","0.78","0.08","0.03","0.41","0.27","0.86","0.14","0.11","0.59","0.54","0.35","0.05"
"Angot","0.27","0.95","0.49","0.65","0.81","0.41","0.46","0.35","0.38","0.3","0.11","0.32","0.54","0.78","0.73","0.22","0.24","0.16","0.84","0.62","0.19","0.51","0.14","0.43","0.57","0.86","0.03","0.59","0.7","0.08","0.05","1","0.97","0.89","0.76","0.68","0.92"
"Anigot","0.22","0.35","0.73","0.59","0.84","0.08","0.76","0.11","0.19","0.3","0.38","0.54","0.32","0.62","0.7","0.65","0.41","0.16","0.86","0.78","0.24","0.49","0.14","0.57","0.95","0.97","0.05","0.27","0.89","0.46","0.43","0.81","0.68","0.03","0.51","0.92","1"
"Ansheb","0.51","0.46","0.73","0.97","0.03","0.05","0.41","0.92","0.7","0.24","0.32","0.62","0.57","0.81","1","0.22","0.59","0.54","0.95","0.08","0.78","0.43","0.84","0.35","0.86","0.16","0.27","0.11","0.49","0.3","0.65","0.14","0.19","0.68","0.76","0.89","0.38"
"AquaShumoch","0.27","0.7","0.51","0.38","0.68","0.22","0.76","0.43","0.57","0.3","0.16","0.92","0.14","0.73","0.62","0.59","0.03","0.35","0.84","0.46","0.24","0.81","0.11","0.78","0.95","0.89","0.08","0.54","1","0.05","0.32","0.65","0.86","0.49","0.19","0.41","0.97"
"Aquha","0.16","0.81","0.43","0.95","0.22","0.35","0.7","0.84","0.92","0.38","0.27","0.54","0.46","0.86","0.89","0.73","0.76","0.62","0.97","0.51","0.78","0.65","0.32","0.49","1","0.57","0.41","0.05","0.14","0.11","0.68","0.08","0.03","0.59","0.19","0.3","0.24"
"Arena","0.16","0.38","0.03","0.97","0.43","0.11","0.68","0.24","0.19","0.41","0.57","0.84","0.14","0.95","0.92","0.32","0.54","0.76","1","0.22","0.65","0.08","0.3","0.49","0.86","0.59","0.05","0.27","0.35","0.81","0.7","0.73","0.46","0.78","0.62","0.51","0.89"
"Asmena","0.22","0.97","0.54","0.86","0.46","0.03","0.51","0.7","0.32","0.3","0.11","0.76","0.35","0.68","1","0.49","0.16","0.27","0.95","0.14","0.38","0.05","0.62","0.65","0.84","0.59","0.24","0.19","0.81","0.78","0.92","0.57","0.43","0.73","0.41","0.89","0.08"
"Asta","0.08","0.59","0.86","0.38","0.76","0.35","0.68","0.22","0.03","0.19","0.46","0.43","0.57","0.7","0.41","0.27","0.16","0.54","0.65","0.62","0.05","0.32","0.14","0.73","0.51","1","0.11","0.84","0.92","0.24","0.3","0.97","0.89","0.49","0.81","0.78","0.95"
"Atakilti","0.05","0.08","0.24","0.95","0.73","0.19","0.54","0.46","0.11","0.41","0.57","0.84","0.32","0.97","0.86","0.3","0.43","0.22","0.92","0.51","0.14","0.49","0.81","0.59","0.7","0.27","0.03","0.76","0.62","0.38","0.35","0.68","0.65","0.78","0.89","0.16","1"
"AwetBikalsi","0.08","0.3","0.46","0.95","0.78","0.03","0.81","0.7","0.19","0.38","0.73","0.84","0.65","0.97","0.92","0.27","0.59","0.68","1","0.35","0.24","0.57","0.41","0.62","0.54","0.49","0.11","0.16","0.76","0.22","0.14","0.43","0.51","0.32","0.86","0.05","0.89"
"AwusaMeda","0.05","0.76","0.22","0.97","0.11","0.32","0.65","0.38","0.7","0.08","0.14","0.59","0.54","0.84","0.89","0.62","0.68","0.49","0.95","0.41","0.3","0.27","0.43","0.24","0.92","0.46","0.16","0.03","0.78","0.19","0.51","0.35","0.57","0.81","0.73","0.86","1"
"Ayba","0.59","0.95","0.7","0.92","0.78","0.14","0.27","0.03","0.32","0.41","0.76","0.54","0.3","0.73","0.38","0.24","0.16","0.08","0.57","0.11","0.49","0.68","0.51","0.86","0.65","0.46","0.05","0.22","0.62","0.89","1","0.19","0.97","0.84","0.43","0.81","0.35"
"Aynalem","0.38","0.46","0.49","0.86","0.73","0.03","0.62","0.54","0.7","0.27","0.81","0.76","0.35","1","0.95","0.05","0.08","0.43","0.97","0.19","0.14","0.41","0.24","0.22","0.92","0.32","0.16","0.68","0.3","0.51","0.78","0.65","0.11","0.57","0.59","0.84","0.89"
"Bala","0.32","0.73","0.35","0.57","0.59","0.65","0.49","0.84","0.46","0.43","0.41","0.08","0.19","0.76","0.3","0.27","0.24","0.22","0.7","0.11","0.54","0.62","0.16","0.38","0.95","0.05","0.03","0.14","0.78","0.92","0.68","0.51","0.81","0.97","0.89","0.86","1"
"Balarab","0.32","0.86","0.62","0.97","0.19","0.3","0.49","0.81","0.78","0.24","0.38","0.73","0.46","0.92","0.89","0.68","0.76","0.43","0.95","0.7","0.84","0.22","0.65","0.59","1","0.57","0.05","0.03","0.41","0.35","0.54","0.11","0.08","0.14","0.51","0.27","0.16"
"Bamba","0.08","0.46","0.3","0.95","0.65","0.24","0.7","0.19","0.22","0.11","0.54","0.81","0.41","0.97","0.92","0.49","0.46","0.51","0.84","0.86","0.27","0.14","0.32","0.62","0.89","0.68","0.03","0.78","0.57","0.73","0.35","0.05","0.16","0.76","0.59","0.38","1"
"BarkaAdiswha","0.24","0.86","0.81","0.95","0.51","0.14","0.46","0.76","0.38","0.43","0.73","0.35","0.22","0.59","0.92","0.05","0.03","0.32","0.97","0.11","0.57","0.08","0.41","0.27","1","0.19","0.3","0.16","0.89","0.62","0.78","0.65","0.84","0.68","0.54","0.7","0.49"
"Begasheka","0.03","0.11","0.24","0.65","0.57","0.3","0.62","0.32","0.08","0.51","0.68","0.95","0.49","0.78","0.73","0.14","0.22","0.19","0.76","0.16","0.27","0.35","0.84","0.59","1","0.7","0.05","0.46","0.86","0.43","0.41","0.54","0.89","0.92","0.81","0.38","0.97"
"Berlay","0.43","0.95","0.05","1","0.57","0.32","0.46","0.65","0.27","0.19","0.35","0.16","0.3","0.89","0.73","0.54","0.68","0.38","0.92","0.22","0.7","0.41","0.08","0.49","0.86","0.51","0.14","0.03","0.84","0.24","0.11","0.59","0.78","0.81","0.62","0.76","0.97"
"Betgebez","0.22","0.24","0.89","0.7","0.57","0.11","0.51","0.86","0.08","0.59","0.54","0.49","0.81","0.95","1","0.41","0.03","0.73","0.97","0.46","0.14","0.27","0.78","0.35","0.68","0.38","0.05","0.19","0.84","0.65","0.43","0.32","0.16","0.3","0.92","0.62","0.76"
"Bethans","0.03","0.14","0.46","0.51","0.62","0.35","0.43","0.68","0.32","0.22","0.54","0.65","0.38","0.86","0.81","0.49","0.3","0.24","0.76","0.08","0.11","0.57","0.59","0.7","0.95","0.73","0.05","0.41","0.19","0.27","0.78","0.97","0.16","1","0.84","0.92","0.89"
"BilbWuha","0.08","0.65","0.76","0.49","0.95","0.46","0.89","0.41","0.14","0.32","0.59","0.68","0.22","0.84","0.86","0.3","0.38","0.57","0.62","0.73","0.19","0.43","0.05","0.81","0.51","0.92","0.11","0.03","0.78","0.27","0.16","1","0.7","0.35","0.24","0.54","0.97"
"Birkutea","0.03","0.43","0.54","0.7","0.76","0.11","0.59","0.19","0.14","0.24","0.46","0.92","0.3","0.86","1","0.38","0.35","0.32","0.84","0.95","0.16","0.49","0.08","0.78","0.73","0.97","0.05","0.65","0.89","0.41","0.27","0.62","0.51","0.22","0.68","0.57","0.81"
"Boneya","0.35","0.57","0.7","0.86","0.03","0.19","0.27","1","0.68","0.54","0.22","0.24","0.78","0.89","0.92","0.11","0.51","0.43","0.97","0.38","0.84","0.3","0.65","0.14","0.76","0.49","0.16","0.05","0.46","0.41","0.73","0.08","0.32","0.95","0.62","0.81","0.59"
"Burkoche","0.08","0.78","0.46","0.92","0.11","0.3","0.7","0.84","0.89","0.41","0.19","0.54","0.38","0.86","0.95","0.73","0.76","0.68","1","0.49","0.81","0.65","0.24","0.51","0.97","0.59","0.43","0.05","0.16","0.22","0.62","0.14","0.03","0.57","0.27","0.35","0.32"
"Cheli","0.05","0.59","0.51","1","0.43","0.14","0.62","0.3","0.11","0.08","0.16","0.81","0.24","0.95","0.86","0.19","0.57","0.32","0.92","0.78","0.22","0.41","0.46","0.27","0.76","0.54","0.03","0.73","0.7","0.35","0.38","0.84","0.68","0.49","0.89","0.65","0.97"
"Darubekeda","0.08","0.54","0.41","0.95","0.3","0.22","0.65","0.86","0.57","0.11","0.46","0.78","0.35","1","0.92","0.59","0.38","0.51","0.27","0.14","0.7","0.49","0.97","0.73","0.89","0.16","0.24","0.19","0.32","0.68","0.62","0.05","0.03","0.81","0.84","0.43","0.76"
"Deberkerbye","0.05","0.08","0.76","0.62","0.7","0.51","0.73","0.3","0.19","0.43","0.41","0.68","0.22","0.54","0.97","0.35","0.24","0.65","0.81","0.32","0.27","0.11","0.46","0.86","0.59","0.38","0.03","0.92","0.49","0.95","0.89","1","0.57","0.14","0.84","0.16","0.78"
"DeberAbaJale","0.08","0.89","0.68","0.49","0.86","0.19","0.78","0.32","0.46","0.16","0.24","0.76","0.57","0.59","0.84","0.43","0.03","0.38","0.73","0.95","0.27","0.81","0.11","0.22","0.62","1","0.05","0.65","0.97","0.14","0.7","0.51","0.35","0.3","0.54","0.41","0.92"
"DebrAbay","0.22","0.51","0.24","0.89","0.32","0.38","0.27","0.81","0.41","0.19","0.03","0.11","0.59","0.76","0.84","0.3","0.7","0.65","0.68","0.05","0.35","0.73","0.54","0.16","1","0.49","0.08","0.14","0.86","0.62","0.43","0.78","0.57","0.92","0.46","0.97","0.95"
"DebreAliays","0.08","0.38","0.24","0.84","0.46","0.49","0.32","0.59","0.35","0.14","0.16","0.22","0.43","0.78","0.76","0.27","0.65","0.3","0.7","0.41","0.68","0.05","0.51","0.19","1","0.54","0.62","0.11","0.86","0.81","0.89","0.57","0.03","0.92","0.73","0.97","0.95"
"Debrebirhan","0.03","0.89","0.81","0.95","0.78","0.65","0.19","0.3","0.32","0.05","0.35","0.62","0.41","0.92","0.43","0.7","0.24","0.14","1","0.38","0.68","0.08","0.27","0.49","0.97","0.51","0.11","0.22","0.76","0.86","0.84","0.16","0.46","0.57","0.54","0.59","0.73"
"Debrebrhan","0.62","0.11","0.54","0.81","0.57","0.03","0.38","0.35","0.19","0.05","0.76","0.7","0.32","1","0.92","0.27","0.49","0.41","0.95","0.46","0.14","0.3","0.22","0.65","0.97","0.24","0.08","0.51","0.78","0.68","0.84","0.43","0.16","0.86","0.73","0.59","0.89"
"DebreGenet","0.27","0.81","0.11","1","0.49","0.35","0.51","0.76","0.38","0.14","0.24","0.16","0.46","0.84","0.86","0.54","0.65","0.43","0.95","0.78","0.41","0.32","0.19","0.22","0.59","0.68","0.05","0.03","0.73","0.3","0.08","0.7","0.97","0.62","0.57","0.92","0.89"
"DebreGenetA","0.03","0.49","0.59","0.97","0.7","0.32","0.62","0.76","0.11","0.38","0.73","0.54","0.51","0.92","0.86","0.35","0.43","0.65","0.89","0.22","0.19","0.68","0.24","0.78","0.84","0.27","0.05","0.3","0.16","0.41","0.46","1","0.08","0.81","0.57","0.14","0.95"
"DebreGenetK","0.05","0.19","0.35","0.95","0.76","0.08","0.73","0.43","0.32","0.57","0.65","0.92","0.51","1","0.86","0.46","0.16","0.27","0.97","0.81","0.22","0.41","0.84","0.49","0.89","0.59","0.03","0.11","0.62","0.14","0.3","0.38","0.7","0.54","0.78","0.24","0.68"
"DebreGeorgis","0.14","0.65","0.32","0.92","0.08","0.38","0.51","0.35","0.7","0.11","0.24","0.59","0.46","0.68","0.86","0.43","0.54","0.41","0.81","0.16","0.73","0.19","0.3","0.49","0.97","0.57","0.22","0.03","0.95","0.62","0.76","0.05","0.27","0.89","0.78","0.84","1"
"DebreKidusan","0.14","0.7","0.41","0.97","0.3","0.32","0.54","0.57","0.68","0.08","0.16","0.22","0.65","0.76","0.86","0.43","0.38","0.73","0.78","0.35","0.51","0.46","0.24","0.11","1","0.59","0.05","0.03","0.92","0.19","0.27","0.62","0.81","0.84","0.49","0.89","0.95"
"Debremawie","0.24","0.62","0.19","1","0.43","0.51","0.35","0.84","0.35","0.22","0.03","0.08","0.54","0.78","0.92","0.38","0.65","0.3","0.89","0.14","0.73","0.27","0.46","0.11","0.76","0.41","0.16","0.05","0.86","0.49","0.57","0.81","0.59","0.97","0.68","0.7","0.95"
"Debreselam","0.05","0.41","0.73","1","0.49","0.22","0.16","0.19","0.03","0.14","0.24","0.84","0.3","0.95","0.86","0.62","0.43","0.59","0.97","0.57","0.32","0.08","0.54","0.38","0.92","0.76","0.11","0.46","0.78","0.7","0.68","0.51","0.27","0.81","0.65","0.35","0.89"
"Debrinetseb","0.08","0.22","0.38","0.86","0.59","0.11","0.76","0.41","0.46","0.43","0.57","0.95","0.32","0.92","0.68","0.3","0.24","0.27","0.97","0.65","0.19","0.54","0.51","0.35","0.89","0.62","0.03","0.81","0.84","0.16","0.14","0.49","0.7","0.78","0.73","0.05","1"
"Dekera","0.16","0.32","0.35","0.89","0.14","0.08","0.27","0.81","0.22","0.05","0.24","0.76","0.62","0.84","0.73","0.19","0.43","0.38","0.86","0.41","0.11","0.51","0.49","0.46","0.54","0.3","0.03","0.65","0.92","0.68","0.59","0.95","0.78","0.7","0.97","0.57","1"
"DembezaAmbaLay","0.35","0.7","0.08","1","0.43","0.51","0.54","0.73","0.38","0.22","0.05","0.11","0.46","0.84","0.89","0.57","0.76","0.32","0.78","0.16","0.81","0.19","0.3","0.49","0.97","0.41","0.03","0.14","0.86","0.24","0.27","0.65","0.59","0.95","0.68","0.62","0.92"
"Derit","0.11","0.81","0.46","0.84","0.35","0.59","0.22","0.49","0.68","0.08","0.16","0.78","0.41","0.86","0.92","0.51","0.27","0.19","0.95","0.43","0.76","0.38","0.14","0.32","1","0.89","0.05","0.03","0.7","0.24","0.3","0.57","0.54","0.65","0.62","0.73","0.97"
"Derita","0.03","0.81","0.62","0.41","0.7","0.05","0.86","0.32","0.22","0.19","0.38","0.57","0.35","0.54","0.76","0.27","0.24","0.73","0.68","0.51","0.08","0.46","0.14","0.78","0.59","0.89","0.11","0.95","1","0.16","0.3","0.97","0.92","0.43","0.65","0.49","0.84"
"Dinkashena","0.05","0.54","0.22","1","0.41","0.19","0.59","0.84","0.57","0.24","0.3","0.46","0.27","0.97","0.78","0.51","0.7","0.62","0.08","0.14","0.73","0.43","0.92","0.81","0.95","0.16","0.49","0.35","0.38","0.89","0.76","0.11","0.03","0.86","0.68","0.32","0.65"
"Ebo","0.89","0.97","0.78","0.84","0.43","0.03","0.73","0.38","0.46","0.24","0.81","0.11","0.3","0.95","0.65","0.32","0.16","0.05","0.54","0.19","0.27","0.41","0.92","0.76","1","0.08","0.22","0.7","0.49","0.62","0.14","0.35","0.57","0.86","0.51","0.68","0.59"
"Edagaarbi","0.11","0.51","0.86","0.92","0.41","0.16","0.65","0.46","0.03","0.57","0.78","0.62","0.7","1","0.97","0.3","0.14","0.73","0.84","0.05","0.43","0.68","0.24","0.81","0.89","0.49","0.08","0.22","0.32","0.76","0.54","0.35","0.27","0.38","0.95","0.19","0.59"
"EmbaAhfrom","0.14","0.43","0.81","0.84","0.49","0.11","0.7","0.76","0.08","0.59","0.73","0.32","0.68","0.86","0.89","0.38","0.41","0.46","0.95","0.65","0.24","0.78","0.27","0.19","0.97","0.51","0.03","0.05","0.92","0.22","0.16","0.35","0.62","0.54","1","0.3","0.57"
"EmbachekoGunaguna","0.24","0.76","0.7","0.46","0.51","0.27","0.49","0.32","0.35","0.08","0.11","0.65","0.14","0.78","0.81","0.43","0.05","0.3","0.68","0.54","0.19","0.73","0.16","0.62","0.59","0.92","0.03","0.57","0.97","0.38","0.22","0.86","0.95","0.41","0.84","0.89","1"
"EndaBagerima","0.05","0.35","0.54","0.89","0.76","0.22","0.59","0.65","0.08","0.27","0.7","0.73","0.3","0.97","0.92","0.51","0.24","0.78","0.86","0.43","0.11","0.81","0.41","0.49","0.95","0.19","0.03","0.38","0.46","0.16","0.62","1","0.32","0.84","0.57","0.14","0.68"
"Endabano","0.03","0.35","0.27","0.97","0.7","0.08","0.68","0.59","0.22","0.32","0.54","0.89","0.73","1","0.86","0.46","0.57","0.65","0.95","0.19","0.38","0.24","0.49","0.81","0.84","0.43","0.05","0.62","0.76","0.51","0.3","0.14","0.11","0.41","0.78","0.16","0.92"
"Endachiwa","0.03","0.19","0.32","1","0.92","0.16","0.51","0.35","0.3","0.14","0.54","0.62","0.38","0.86","0.84","0.41","0.43","0.73","0.76","0.49","0.22","0.65","0.05","0.57","0.97","0.46","0.08","0.68","0.27","0.24","0.7","0.81","0.59","0.89","0.78","0.11","0.95"
"EndaFelasi","0.24","0.16","0.32","1","0.65","0.3","0.43","0.57","0.22","0.62","0.68","0.46","0.76","0.97","0.92","0.27","0.7","0.86","0.89","0.08","0.59","0.51","0.41","0.81","0.95","0.73","0.03","0.35","0.38","0.49","0.14","0.54","0.11","0.78","0.19","0.05","0.84"
"Endagahamus","0.22","0.32","0.05","0.97","0.73","0.11","0.65","0.7","0.14","0.35","0.59","0.89","0.08","0.95","0.86","0.19","0.78","0.68","1","0.62","0.76","0.43","0.16","0.49","0.92","0.46","0.03","0.3","0.51","0.41","0.84","0.54","0.24","0.57","0.38","0.27","0.81"
